,frame,x,y
0,1,264,210
1,1,264,222
2,1,264,234
3,1,266,246
4,1,269,258
5,1,273,269
6,1,279,280
7,1,287,288
8,1,299,290
9,1,312,288
10,1,323,281
11,1,332,271
12,1,340,260
13,1,344,247
14,1,346,233
15,1,346,220
16,1,346,206
17,1,268,197
18,1,271,192
19,1,277,190
20,1,283,189
21,1,289,191
22,1,302,190
23,1,308,186
24,1,317,185
25,1,324,187
26,1,330,192
27,1,294,201
28,1,293,209
29,1,292,217
30,1,291,225
31,1,286,233
32,1,289,235
33,1,293,236
34,1,298,234
35,1,303,232
36,1,274,206
37,1,277,203
38,1,282,203
39,1,287,204
40,1,282,205
41,1,277,206
42,1,307,202
43,1,312,200
44,1,317,200
45,1,322,202
46,1,317,203
47,1,312,203
48,1,283,254
49,1,285,247
50,1,290,244
51,1,295,245
52,1,299,244
53,1,307,246
54,1,312,252
55,1,308,261
56,1,301,266
57,1,295,267
58,1,290,266
59,1,285,262
60,1,285,253
61,1,290,249
62,1,295,249
63,1,299,248
64,1,309,252
65,1,300,259
66,1,295,260
67,1,290,259
0,2,263,214
1,2,263,225
2,2,265,236
3,2,268,247
4,2,271,258
5,2,276,269
6,2,281,279
7,2,288,287
8,2,300,289
9,2,312,287
10,2,324,281
11,2,333,272
12,2,341,260
13,2,346,246
14,2,347,232
15,2,347,216
16,2,346,201
17,2,260,194
18,2,262,190
19,2,266,189
20,2,271,190
21,2,275,192
22,2,287,189
23,2,295,184
24,2,304,182
25,2,314,183
26,2,322,189
27,2,282,203
28,2,282,211
29,2,281,219
30,2,280,228
31,2,278,235
32,2,281,237
33,2,285,238
34,2,290,236
35,2,295,234
36,2,267,207
37,2,270,204
38,2,274,204
39,2,279,205
40,2,274,207
41,2,270,208
42,2,298,203
43,2,302,200
44,2,307,200
45,2,313,201
46,2,308,203
47,2,303,203
48,2,283,257
49,2,282,251
50,2,285,248
51,2,288,249
52,2,292,248
53,2,300,250
54,2,308,255
55,2,303,262
56,2,296,266
57,2,291,266
58,2,287,265
59,2,284,262
60,2,285,256
61,2,286,253
62,2,289,253
63,2,293,253
64,2,305,255
65,2,294,259
66,2,290,259
67,2,286,258
0,3,263,215
1,3,263,226
2,3,265,236
3,3,268,247
4,3,272,257
5,3,277,267
6,3,283,277
7,3,290,285
8,3,301,288
9,3,313,286
10,3,325,280
11,3,335,270
12,3,343,259
13,3,347,245
14,3,348,231
15,3,348,215
16,3,347,201
17,3,261,195
18,3,262,190
19,3,266,189
20,3,271,190
21,3,275,192
22,3,287,189
23,3,295,184
24,3,303,182
25,3,313,183
26,3,321,188
27,3,283,204
28,3,282,212
29,3,281,220
30,3,280,228
31,3,279,235
32,3,282,237
33,3,286,238
34,3,290,236
35,3,296,234
36,3,268,207
