,frame,x,y
0,1,636,472
1,1,640,487
2,1,645,503
3,1,651,519
4,1,660,532
5,1,672,540
6,1,688,546
7,1,705,548
8,1,724,547
9,1,740,543
10,1,753,536
11,1,762,525
12,1,769,512
13,1,772,496
14,1,773,480
15,1,771,463
16,1,767,448
17,1,651,449
18,1,658,440
19,1,669,434
20,1,681,433
21,1,694,435
22,1,713,431
23,1,722,425
24,1,733,422
25,1,744,422
26,1,753,429
27,1,705,442
28,1,707,449
29,1,710,457
30,1,712,465
31,1,700,480
32,1,707,481
33,1,714,481
34,1,719,478
35,1,725,476
36,1,665,451
37,1,671,443
38,1,680,441
39,1,688,448
40,1,681,451
41,1,672,453
42,1,721,442
43,1,727,432
44,1,736,431
45,1,743,436
46,1,738,441
47,1,729,442
48,1,694,512
49,1,702,501
50,1,710,495
51,1,716,496
52,1,721,493
53,1,730,496
54,1,739,503
55,1,732,506
56,1,725,507
57,1,720,509
58,1,714,510
59,1,705,511
60,1,698,510
61,1,711,502
62,1,717,501
63,1,722,500
64,1,735,502
65,1,723,501
66,1,718,502
67,1,712,503
0,2,638,466
1,2,641,484
2,2,645,501
3,2,651,517
4,2,659,531
5,2,673,541
6,2,689,547
7,2,707,550
8,2,726,549
9,2,744,545
10,2,756,537
11,2,765,525
12,2,772,511
13,2,775,494
14,2,776,477
15,2,775,460
16,2,772,443
17,2,655,441
18,2,661,431
19,2,672,426
20,2,685,425
21,2,697,427
22,2,715,424
23,2,725,418
24,2,736,416
25,2,747,416
26,2,755,423
27,2,709,438
28,2,712,448
29,2,714,457
30,2,717,467
31,2,704,482
32,2,711,483
33,2,718,483
34,2,724,481
35,2,729,478
36,2,669,447
37,2,676,439
38,2,685,438
39,2,692,445
40,2,685,447
41,2,676,448
42,2,724,439
43,2,730,430
44,2,739,428
45,2,745,434
46,2,740,438
47,2,732,439
48,2,698,513
49,2,707,504
50,2,715,499
51,2,721,499
52,2,725,497
53,2,733,499
54,2,741,505
55,2,735,508
56,2,729,509
57,2,723,510
58,2,718,511
59,2,709,513
60,2,702,511
61,2,716,504
62,2,721,504
63,2,726,502
64,2,738,504
65,2,727,502
66,2,722,504
67,2,717,504
0,3,640,480
1,3,642,495
2,3,645,510
3,3,650,524
4,3,658,536
5,3,671,544
6,3,688,548
7,3,706,549
8,3,725,548
9,3,741,545
10,3,754,539
11,3,764,530
12,3,770,518
13,3,772,504
14,3,773,490
15,3,772,475
16,3,771,461
17,3,658,449
18,3,665,438
19,3,676,433
20,3,689,432
21,3,701,436
22,3,718,434
23,3,727,428
24,3,739,425
25,3,749,428
26,3,757,436
27,3,711,445
28,3,713,451
29,3,715,458
30,3,717,465
31,3,704,480
32,3,711,481
33,3,718,482
34,3,724,480
35,3,730,477
36,3,672,457
37,3,679,453
38,3,686,451
39,3,694,454
40,3,687,454
41,3,680,456
42,3,727,450
43,3,734,447
44,3,740,446
45,3,747,449
46,3,741,449
47,3,734,450
48,3,696,511
49,3,706,501
50,3,714,495
51,3,720,495
52,3,726,493
53,3,734,497
54,3,742,505
55,3,735,507
56,3,729,508
57,3,723,509
58,3,716,510
59,3,708,511
60,3,701,509
61,3,715,502
62,3,721,502
63,3,727,501
64,3,738,504
65,3,727,500
66,3,721,501
67,3,716,502
0,4,639,474
1,4,641,489
2,4,645,504
3,4,649,518
4,4,656,531
5,4,669,540
6,4,685,545
7,4,703,548
8,4,722,547
9,4,740,543
10,4,754,536
11,4,764,527
12,4,770,515
13,4,773,500
14,4,773,485
15,4,773,471
16,4,772,457
17,4,657,445
18,4,664,435
19,4,675,430
20,4,687,429
21,4,699,432
22,4,717,430
23,4,727,424
24,4,738,422
25,4,750,424
26,4,757,433
27,4,710,441
28,4,712,448
29,4,714,454
30,4,716,461
31,4,703,477
32,4,710,477
33,4,716,478
34,4,722,476
35,4,727,474
36,4,671,453
37,4,677,449
38,4,685,447
39,4,692,450
40,4,685,451
41,4,678,452
42,4,726,446
43,4,733,442
44,4,740,442
45,4,747,445
46,4,741,445
47,4,734,446
48,4,695,509
49,4,704,499
50,4,712,492
51,4,718,493
52,4,724,491
53,4,732,494
54,4,740,502
55,4,733,505
56,4,727,506
57,4,721,507
58,4,714,508
59,4,706,509
60,4,699,507
61,4,713,500
62,4,719,499
63,4,725,499
64,4,736,501
65,4,725,499
66,4,719,500
67,4,713,501
0,5,635,478
1,5,638,493
2,5,641,508
3,5,646,523
4,5,653,535
5,5,666,543
6,5,681,549
7,5,699,551
8,5,717,550
9,5,734,546
10,5,746,539
11,5,755,530
12,5,762,518
13,5,764,505
14,5,765,490
15,5,765,475
16,5,764,461
17,5,652,451
18,5,659,440
19,5,670,435
20,5,682,434
21,5,694,437
22,5,711,434
23,5,721,428
24,5,732,425
25,5,743,428
26,5,750,436
27,5,705,446
28,5,706,452
29,5,708,459
30,5,710,466
31,5,697,481
32,5,704,481
33,5,711,482
34,5,717,479
35,5,722,477
36,5,667,458
37,5,673,454
38,5,680,452
39,5,687,455
40,5,681,456
41,5,674,457
42,5,721,450
43,5,728,446
44,5,734,445
45,5,740,447
46,5,735,448
47,5,729,449
48,5,689,513
49,5,699,503
