No,frame,x,y
0,28,140,131
1,28,138,141
2,28,138,152
3,28,139,163
4,28,140,174
5,28,141,185
6,28,145,195
7,28,152,201
8,28,162,203
9,28,176,202
10,28,190,198
11,28,203,193
12,28,214,186
13,28,222,176
14,28,227,164
15,28,230,150
16,28,232,135
17,28,139,111
18,28,139,101
19,28,144,94
20,28,151,92
21,28,158,95
22,28,175,92
23,28,184,89
24,28,195,90
25,28,205,98
26,28,210,109
27,28,165,109
28,28,164,114
29,28,162,119
30,28,160,125
31,28,156,139
32,28,159,140
33,28,163,142
34,28,168,140
35,28,174,137
36,28,146,120
37,28,149,114
38,28,154,113
39,28,160,116
40,28,154,118
41,28,149,120
42,28,180,114
43,28,185,110
44,28,191,111
45,28,196,115
46,28,190,115
47,28,185,115
48,28,152,168
49,28,153,160
50,28,159,155
51,28,162,156
52,28,165,155
53,28,172,158
54,28,180,166
55,28,172,168
56,28,165,170
57,28,162,171
58,28,158,171
59,28,154,171
60,28,155,167
61,28,159,162
62,28,162,162
63,28,165,161
64,28,176,165
65,28,165,164
66,28,162,165
67,28,159,165
0,29,139,133
1,29,138,143
2,29,139,153
3,29,140,164
4,29,142,175
5,29,144,186
6,29,149,195
7,29,157,200
8,29,168,201
9,29,181,199
10,29,195,195
11,29,208,189
12,29,218,181
13,29,224,169
14,29,226,155
15,29,226,139
16,29,225,125
17,29,137,114
18,29,138,109
19,29,143,107
20,29,149,107
21,29,154,109
22,29,165,105
23,29,173,100
24,29,182,98
25,29,192,99
26,29,200,103
27,29,159,115
28,29,158,122
29,29,157,128
30,29,155,134
31,29,154,146
32,29,157,147
33,29,160,147
34,29,164,145
35,29,169,144
36,29,143,124
37,29,146,120
38,29,150,119
39,29,156,120
40,29,151,122
41,29,147,124
42,29,176,117
43,29,180,113
44,29,186,113
45,29,192,115
46,29,186,117
47,29,181,117
48,29,154,169
49,29,154,162
50,29,157,158
51,29,160,158
52,29,165,157
53,29,172,159
54,29,181,165
55,29,174,167
56,29,167,169
57,29,162,169
58,29,159,170
59,29,156,170
60,29,156,168
61,29,158,163
62,29,161,163
63,29,165,162
64,29,177,165
65,29,166,163
66,29,161,164
67,29,158,164
0,30,139,133
1,30,136,143
2,30,136,154
3,30,137,165
4,30,138,176
5,30,139,187
6,30,144,196
7,30,151,201
8,30,161,203
9,30,174,202
10,30,187,199
11,30,200,194
12,30,210,187
13,30,218,178
14,30,222,165
15,30,222,151
16,30,223,137
17,30,139,111
18,30,139,103
19,30,145,98
20,30,152,96
21,30,158,99
22,30,172,95
23,30,181,91
24,30,192,91
25,30,201,97
26,30,205,107
27,30,163,112
28,30,162,117
29,30,160,122
30,30,158,127
31,30,153,141
32,30,157,142
33,30,160,144
34,30,166,142
35,30,171,139
36,30,144,123
37,30,147,119
38,30,151,117
39,30,157,118
40,30,152,120
41,30,148,121
42,30,177,115
43,30,183,113
44,30,187,113
45,30,192,116
46,30,187,116
47,30,182,116
48,30,150,170
49,30,151,161
50,30,156,157
51,30,160,158
52,30,163,157
53,30,169,159
54,30,177,167
55,30,169,168
56,30,163,168
57,30,160,168
58,30,156,169
59,30,152,170
60,30,152,168
61,30,156,163
62,30,160,162
63,30,163,162
64,30,173,165
65,30,164,163
66,30,160,163
67,30,157,164
0,31,139,132
1,31,137,142
2,31,136,154
3,31,137,165
4,31,138,176
5,31,139,187
6,31,144,197
7,31,151,202
8,31,161,204
9,31,173,202
10,31,186,199
11,31,198,194
12,31,209,187
13,31,217,178
14,31,221,165
15,31,223,151
16,31,224,137
17,31,139,113
18,31,140,105
19,31,146,99
20,31,153,97
21,31,160,101
22,31,171,97
23,31,180,92
24,31,191,92
25,31,201,99
26,31,205,110
27,31,164,113
28,31,162,118
29,31,160,123
30,31,158,128
31,31,154,142
32,31,157,143
33,31,160,144
34,31,166,143
35,31,171,140
36,31,146,123
37,31,148,119
38,31,153,118
39,31,158,120
40,31,153,121
41,31,149,123
42,31,177,117
43,31,182,114
44,31,187,114
45,31,192,117
46,31,187,118
47,31,182,118
48,31,149,170
49,31,151,162
50,31,156,157
51,31,159,158
52,31,162,157
53,31,168,160
54,31,176,167
55,31,168,169
56,31,163,169
57,31,159,170
58,31,156,171
59,31,152,171
60,31,152,168
61,31,156,164
62,31,160,163
63,31,163,163
64,31,172,166
65,31,163,165
66,31,160,165
67,31,157,166
0,32,140,132
1,32,137,141
2,32,136,152
3,32,137,162
4,32,137,173
