No,frame,x,y
0,1,143,90
1,1,141,101
2,1,142,113
3,1,146,124
4,1,151,136
5,1,156,146
6,1,160,157
7,1,166,164
8,1,176,165
9,1,186,164
10,1,196,158
11,1,205,150
12,1,213,140
13,1,220,129
14,1,225,115
15,1,227,101
16,1,228,86
17,1,147,69
18,1,151,64
19,1,156,62
20,1,163,61
21,1,169,64
22,1,182,62
23,1,191,60
24,1,198,60
25,1,205,63
26,1,210,69
27,1,175,77
28,1,174,85
29,1,172,93
30,1,170,101
31,1,166,110
32,1,169,112
33,1,173,113
34,1,177,111
35,1,181,110
36,1,153,80
37,1,156,76
38,1,162,76
39,1,166,80
40,1,161,82
41,1,156,83
42,1,189,79
43,1,193,74
44,1,199,75
45,1,202,79
46,1,199,81
47,1,194,81
48,1,166,135
49,1,166,128
50,1,170,126
51,1,173,127
52,1,177,126
53,1,184,129
54,1,188,136
55,1,185,142
56,1,179,145
57,1,175,146
58,1,171,145
59,1,167,141
60,1,168,135
61,1,171,130
62,1,174,131
63,1,178,131
64,1,185,135
65,1,178,138
66,1,174,139
67,1,171,138
0,2,141,88
1,2,140,100
2,2,141,113
3,2,144,124
4,2,150,136
5,2,155,147
6,2,160,157
7,2,167,164
8,2,176,166
9,2,187,164
10,2,197,158
11,2,206,149
12,2,214,140
13,2,221,129
14,2,225,115
15,2,228,101
16,2,229,86
17,2,146,68
18,2,150,62
19,2,156,60
20,2,162,60
21,2,169,63
22,2,182,61
23,2,190,59
24,2,198,59
25,2,205,62
26,2,210,69
27,2,175,76
28,2,174,84
29,2,172,93
30,2,170,101
31,2,166,110
32,2,169,112
33,2,172,113
34,2,176,111
35,2,180,110
36,2,152,79
37,2,156,74
38,2,161,75
39,2,165,79
40,2,161,81
41,2,156,81
42,2,188,78
43,2,192,73
44,2,198,74
45,2,201,78
46,2,198,80
47,2,193,80
48,2,165,135
49,2,166,128
50,2,169,126
51,2,172,127
52,2,177,126
53,2,183,130
54,2,188,136
55,2,184,143
56,2,179,146
57,2,174,146
58,2,170,145
59,2,166,141
60,2,167,135
61,2,170,131
62,2,173,131
63,2,177,131
64,2,185,136
65,2,178,139
66,2,174,139
67,2,170,138
0,3,141,90
1,3,139,102
2,3,141,115
3,3,144,126
4,3,149,138
5,3,154,149
6,3,159,158
7,3,167,165
8,3,176,167
9,3,187,165
10,3,198,159
11,3,207,151
12,3,215,141
13,3,222,130
14,3,226,116
15,3,227,102
16,3,228,87
17,3,146,67
18,3,150,62
19,3,156,60
20,3,162,60
21,3,168,62
22,3,182,61
23,3,190,59
24,3,198,59
25,3,205,62
26,3,210,68
27,3,175,76
28,3,173,84
29,3,172,93
30,3,170,101
31,3,165,109
32,3,169,111
33,3,172,113
34,3,177,111
35,3,181,110
36,3,152,80
37,3,155,76
