No,frame,x,y
0,35,147,232
1,35,146,241
2,35,146,250
3,35,147,260
4,35,147,270
5,35,149,279
6,35,153,285
7,35,160,289
8,35,169,291
9,35,180,292
10,35,193,291
11,35,205,288
12,35,214,281
13,35,220,272
14,35,225,261
15,35,228,250
16,35,229,239
17,35,147,214
18,35,149,209
19,35,154,207
20,35,161,208
21,35,166,211
22,35,181,211
23,35,189,208
24,35,198,207
25,35,208,210
26,35,215,218
27,35,173,222
28,35,171,230
29,35,170,237
30,35,168,244
31,35,165,252
32,35,167,253
33,35,170,254
34,35,174,254
35,35,178,253
36,35,150,226
37,35,154,221
38,35,160,221
39,35,165,226
40,35,159,228
41,35,153,228
42,35,188,227
43,35,194,222
44,35,200,223
45,35,206,227
46,35,200,230
47,35,194,229
48,35,161,274
49,35,163,269
50,35,168,265
51,35,171,266
52,35,174,266
53,35,180,269
54,35,186,275
55,35,179,278
56,35,173,279
57,35,170,278
58,35,166,278
59,35,163,277
60,35,163,274
61,35,167,270
62,35,171,271
63,35,174,271
64,35,183,274
65,35,173,272
66,35,170,272
67,35,167,272
0,36,147,236
1,36,146,245
2,36,146,254
3,36,147,264
4,36,147,272
5,36,149,280
6,36,153,286
7,36,160,289
8,36,169,289
9,36,180,289
10,36,192,289
11,36,203,286
12,36,211,280
13,36,217,272
14,36,222,261
15,36,225,250
16,36,226,238
17,36,146,220
18,36,149,214
19,36,155,211
20,36,162,211
21,36,168,214
22,36,179,213
23,36,187,208
24,36,197,207
25,36,206,210
26,36,213,217
27,36,173,224
28,36,172,231
29,36,170,237
30,36,169,244
31,36,166,253
32,36,168,254
33,36,170,254
34,36,174,254
35,36,178,253
36,36,150,230
37,36,154,227
38,36,159,226
39,36,165,230
40,36,159,231
41,36,154,232
42,36,188,229
43,36,193,224
44,36,200,224
45,36,206,227
46,36,200,230
47,36,194,230
48,36,160,275
49,36,162,269
50,36,167,266
51,36,170,267
52,36,174,266
53,36,179,268
54,36,185,273
55,36,179,278
56,36,173,279
57,36,169,279
58,36,166,279
59,36,162,278
60,36,162,274
61,36,167,271
62,36,171,271
63,36,174,271
64,36,182,273
65,36,173,273
66,36,170,273
67,36,166,273
0,37,148,233
1,37,146,243
2,37,146,252
3,37,147,262
4,37,148,271
5,37,150,280
6,37,155,286
7,37,162,288
8,37,171,288
9,37,182,289
10,37,194,288
11,37,205,285
12,37,212,279
13,37,218,270
14,37,222,259
15,37,225,248
16,37,226,236
17,37,149,220
18,37,151,214
19,37,157,211
20,37,163,211
21,37,169,214
22,37,180,212
23,37,188,208
24,37,198,207
25,37,207,211
26,37,213,218
27,37,174,225
28,37,172,231
29,37,171,238
30,37,169,244
31,37,165,253
32,37,167,254
33,37,170,254
34,37,174,254
35,37,178,253
36,37,154,229
37,37,157,226
38,37,162,226
39,37,167,229
40,37,162,230
41,37,157,231
42,37,188,228
43,37,194,224
44,37,200,224
45,37,205,227
46,37,200,230
47,37,194,230
48,37,161,274
49,37,163,269
50,37,167,266
51,37,171,267
52,37,173,265
53,37,179,268
54,37,185,273
55,37,179,278
