No,frame,x,y
0,26,66,193
1,26,65,207
2,26,66,223
3,26,69,237
4,26,73,252
5,26,78,265
6,26,86,277
7,26,96,285
8,26,108,287
9,26,123,284
10,26,138,276
11,26,150,265
12,26,159,252
13,26,165,237
14,26,167,220
15,26,167,202
16,26,166,185
17,26,71,166
18,26,72,159
19,26,79,154
20,26,86,153
21,26,93,156
22,26,110,153
23,26,119,148
24,26,130,147
25,26,140,150
26,26,147,159
27,26,101,169
28,26,101,178
29,26,100,186
30,26,99,194
31,26,94,209
32,26,98,210
33,26,102,211
34,26,108,209
35,26,113,207
36,26,78,179
37,26,82,174
38,26,88,173
39,26,94,177
40,26,88,179
41,26,82,180
42,26,118,174
43,26,123,168
44,26,130,168
45,26,136,172
46,26,130,175
47,26,123,175
48,26,90,241
49,26,93,230
50,26,99,225
51,26,104,226
52,26,108,224
53,26,116,228
54,26,125,237
55,26,118,247
56,26,111,250
57,26,106,251
58,26,101,251
59,26,95,249
60,26,94,240
61,26,100,232
62,26,104,232
63,26,108,231
64,26,122,237
65,26,110,242
66,26,105,243
67,26,100,243
0,27,66,194
1,27,65,209
2,27,66,224
3,27,69,239
4,27,73,254
5,27,79,267
6,27,87,279
7,27,96,287
8,27,109,289
9,27,123,286
10,27,138,278
11,27,150,267
12,27,160,254
13,27,165,239
14,27,167,222
15,27,168,204
16,27,167,186
17,27,69,168
18,27,72,159
19,27,78,154
20,27,87,153
21,27,94,156
22,27,111,152
23,27,121,146
24,27,132,144
25,27,143,149
26,27,150,159
27,27,102,169
28,27,101,178
29,27,101,186
30,27,100,195
31,27,94,209
32,27,98,210
33,27,103,211
34,27,108,209
35,27,113,208
36,27,78,180
37,27,82,175
38,27,89,174
39,27,94,177
40,27,89,179
41,27,83,180
42,27,119,174
43,27,124,168
44,27,131,168
45,27,137,172
46,27,132,174
47,27,125,175
48,27,91,243
49,27,93,232
50,27,100,227
51,27,104,227
52,27,108,226
53,27,117,230
54,27,126,240
55,27,119,249
56,27,111,252
57,27,106,253
58,27,101,253
59,27,95,250
60,27,94,242
61,27,100,234
62,27,105,233
63,27,109,233
64,27,123,239
65,27,110,244
66,27,105,245
67,27,101,245
0,28,65,197
1,28,64,211
2,28,66,226
3,28,70,240
4,28,75,254
5,28,81,267
6,28,88,278
7,28,98,286
8,28,110,287
9,28,124,284
10,28,138,277
11,28,149,267
12,28,158,254
13,28,164,240
14,28,167,223
15,28,167,204
16,28,166,186
17,28,69,169
18,28,71,160
19,28,78,155
20,28,87,154
21,28,93,158
22,28,107,153
23,28,117,146
24,28,129,144
25,28,141,149
26,28,148,159
27,28,101,168
28,28,100,177
29,28,100,186
30,28,99,196
31,28,93,210
32,28,97,211
33,28,102,211
34,28,107,209
35,28,113,208
36,28,78,180
37,28,81,176
38,28,86,175
39,28,92,177
40,28,87,179
41,28,82,180
42,28,118,172
43,28,123,167
44,28,129,167
45,28,134,170
46,28,129,172
47,28,123,172
48,28,90,243
49,28,93,233
50,28,98,227
51,28,102,228
52,28,107,226
53,28,116,230
54,28,124,239
55,28,118,246
56,28,110,250
57,28,105,251
58,28,100,251
59,28,94,249
60,28,93,242
61,28,99,234
62,28,103,234
63,28,108,233
64,28,121,238
65,28,109,241
66,28,104,242
67,28,99,242
0,29,65,195
1,29,65,210
2,29,66,225
3,29,70,239
4,29,75,253
5,29,81,265
6,29,88,276
7,29,97,284
8,29,110,286
9,29,124,284
10,29,137,276
11,29,149,266
12,29,159,253
13,29,165,239
14,29,167,221
15,29,167,203
16,29,166,185
17,29,68,168
18,29,71,160
19,29,78,156
20,29,87,155
21,29,94,159
22,29,106,155
23,29,116,148
24,29,128,146
25,29,140,149
26,29,147,159
27,29,101,168
28,29,100,177
29,29,100,186
30,29,99,196
31,29,94,209
32,29,98,210
33,29,102,210
34,29,107,209
35,29,112,207
36,29,77,180
37,29,80,175
38,29,85,174
39,29,91,176
40,29,86,178
41,29,81,180
42,29,118,171
43,29,123,167
44,29,128,167
45,29,134,169
46,29,129,171
47,29,123,172
48,29,91,242
49,29,93,232
50,29,98,226
51,29,103,227
52,29,107,226
53,29,116,229
54,29,124,237
55,29,118,245
56,29,111,249
57,29,105,250
58,29,101,251
59,29,95,249
60,29,93,241
61,29,99,234
62,29,103,233
63,29,108,233
64,29,121,236
65,29,109,239
66,29,104,240
67,29,100,240
0,30,66,194
1,30,65,208
2,30,66,223
3,30,70,237
4,30,74,251
5,30,80,264
6,30,87,275
7,30,97,283
8,30,109,285
9,30,124,282
10,30,138,274
11,30,150,264
12,30,158,252
13,30,164,237
14,30,167,220
15,30,166,202
16,30,165,185
17,30,71,164
18,30,73,157
19,30,80,153
20,30,88,153
21,30,94,157
22,30,107,154
23,30,116,146
24,30,127,144
25,30,138,146
26,30,146,155
27,30,101,169
28,30,100,177
29,30,100,185
30,30,99,193
31,30,94,207
32,30,98,208
33,30,102,209
34,30,107,207
35,30,112,205
36,30,78,179
37,30,82,174
38,30,88,173
39,30,93,176
40,30,88,179
41,30,82,180
42,30,117,172
43,30,122,167
44,30,128,167
45,30,134,170
46,30,129,173
47,30,123,173
48,30,90,241
49,30,93,229
50,30,99,224
51,30,103,225
52,30,108,223
53,30,116,227
54,30,124,236
55,30,118,244
56,30,111,248
57,30,105,249
58,30,101,249
59,30,95,247
60,30,94,239
61,30,100,231
62,30,103,230
63,30,108,230
64,30,120,235
65,30,109,239
66,30,104,239
67,30,101,239
0,31,65,196
1,31,65,209
2,31,66,222
3,31,69,235
4,31,74,247
5,31,80,258
6,31,88,268
7,31,98,275
8,31,111,276
9,31,126,274
10,31,139,268
11,31,152,258
12,31,160,246
13,31,165,232
14,31,167,216
15,31,167,199
16,31,165,184
17,31,68,179
18,31,72,174
19,31,78,172
20,31,86,172
21,31,94,173
22,31,105,169
23,31,116,166
24,31,126,165
25,31,136,166
26,31,145,170
27,31,100,181
28,31,99,186
29,31,99,191
30,31,98,197
31,31,92,212
32,31,97,212
33,31,101,212
34,31,106,211
35,31,111,210
36,31,75,189
37,31,79,185
38,31,85,184
39,31,91,186
40,31,86,189
41,31,79,190
42,31,116,183
43,31,122,180
44,31,128,179
45,31,135,181
46,31,129,184
47,31,122,184
48,31,90,239
49,31,92,229
50,31,98,224
51,31,102,225
52,31,107,224
53,31,117,227
54,31,125,235
55,31,118,245
56,31,110,249
57,31,104,250
58,31,100,250
59,31,94,246
60,31,93,238
61,31,99,231
62,31,103,230
63,31,108,230
64,31,122,235
65,31,109,240
66,31,104,240
67,31,100,240
0,32,68,192
1,32,66,206
2,32,67,221
3,32,70,236
4,32,75,250
5,32,80,263
6,32,87,275
7,32,96,283
8,32,109,285
9,32,123,282
10,32,137,274
11,32,149,264
12,32,158,252
13,32,164,237
14,32,166,220
15,32,167,203
16,32,166,186
17,32,72,162
18,32,74,156
19,32,80,153
20,32,87,152
21,32,93,155
22,32,113,151
23,32,121,147
24,32,132,146
25,32,141,149
26,32,147,157
27,32,101,169
28,32,100,177
29,32,100,185
30,32,99,193
31,32,93,207
32,32,97,208
33,32,101,209
34,32,107,207
35,32,112,205
36,32,79,178
37,32,83,173
38,32,89,172
39,32,94,176
40,32,89,179
41,32,82,179
42,32,118,173
43,32,123,168
44,32,130,167
45,32,135,172
46,32,130,175
47,32,123,175
48,32,91,240
49,32,92,228
50,32,99,223
51,32,103,223
52,32,107,222
53,32,116,225
54,32,125,235
55,32,119,246
56,32,111,250
57,32,106,251
58,32,101,251
59,32,95,248
60,32,94,239
61,32,99,230
62,32,104,229
63,32,108,228
64,32,121,235
65,32,110,242
66,32,105,243
67,32,100,244
0,33,68,190
1,33,66,205
2,33,66,220
3,33,69,236
4,33,72,250
5,33,78,264
6,33,85,275
7,33,95,283
8,33,108,286
9,33,123,283
10,33,137,275
11,33,149,265
12,33,158,254
13,33,164,240
14,33,166,224
15,33,166,207
16,33,166,191
17,33,72,165
18,33,75,158
19,33,82,154
20,33,90,155
21,33,96,159
22,33,116,157
23,33,124,153
24,33,133,153
25,33,141,156
26,33,147,164
27,33,102,172
28,33,101,179
29,33,99,186
30,33,98,194
31,33,93,208
32,33,97,210
33,33,101,210
34,33,106,209
35,33,112,207
36,33,80,180
37,33,84,175
38,33,90,175
39,33,95,178
40,33,89,180
41,33,84,180
42,33,119,177
43,33,124,172
44,33,131,172
45,33,137,177
46,33,131,179
47,33,124,178
48,33,90,240
49,33,92,230
50,33,99,224
51,33,103,225
52,33,108,223
53,33,117,226
54,33,125,236
55,33,119,246
56,33,111,250
57,33,106,251
58,33,101,251
59,33,95,248
60,33,94,240
61,33,99,230
62,33,104,230
63,33,108,229
64,33,122,236
65,33,110,243
66,33,105,244
67,33,101,244
0,34,66,195
1,34,64,209
2,34,65,223
3,34,69,237
4,34,74,250
5,34,80,263
6,34,88,274
7,34,97,283
8,34,109,285
9,34,123,283
10,34,137,275
11,34,149,265
12,34,159,252
13,34,165,238
14,34,168,221
15,34,168,203
16,34,167,185
17,34,69,166
18,34,71,158
19,34,77,154
20,34,85,152
21,34,91,156
22,34,108,151
23,34,118,145
24,34,129,144
25,34,140,148
26,34,148,158
27,34,100,168
28,34,100,177
29,34,99,186
30,34,98,196
31,34,93,209
32,34,97,210
33,34,101,210
34,34,106,209
35,34,112,207
36,34,77,179
37,34,80,174
38,34,86,173
39,34,92,176
40,34,87,178
41,34,81,179
42,34,117,172
43,34,123,167
44,34,129,166
45,34,135,170
46,34,130,172
47,34,123,172
48,34,89,241
49,34,91,231
50,34,97,225
51,34,101,226
52,34,106,225
53,34,115,228
54,34,124,236
55,34,117,247
56,34,109,251
57,34,104,252
58,34,99,252
59,34,93,249
60,34,91,240
61,34,98,233
62,34,102,232
63,34,106,232
64,34,120,236
65,34,108,241
66,34,103,242
67,34,98,242
0,35,65,194
1,35,64,209
2,35,65,224
3,35,69,238
4,35,75,252
5,35,81,264
6,35,88,275
7,35,98,283
8,35,110,285
9,35,124,282
10,35,138,275
11,35,149,265
12,35,158,253
13,35,164,238
14,35,167,221
15,35,167,203
16,35,166,185
17,35,69,166
18,35,72,158
19,35,79,154
20,35,87,154
21,35,94,158
22,35,106,154
23,35,116,147
24,35,128,145
25,35,140,148
26,35,148,158
27,35,101,169
28,35,100,178
29,35,99,187
30,35,99,196
31,35,93,209
32,35,97,210
33,35,102,211
34,35,107,209
35,35,112,207
36,35,77,179
37,35,81,174
38,35,87,173
39,35,93,176
40,35,87,178
41,35,82,179
42,35,117,172
43,35,123,167
44,35,129,166
45,35,135,170
46,35,130,172
47,35,123,172
48,35,89,242
49,35,92,232
50,35,98,226
51,35,102,227
52,35,106,225
53,35,116,229
54,35,124,237
55,35,118,246
56,35,110,251
57,35,105,252
58,35,100,252
59,35,94,250
60,35,92,241
61,35,99,233
62,35,103,233
63,35,107,232
64,35,120,237
65,35,109,241
66,35,104,242
67,35,99,242
0,36,64,195
1,36,63,208
2,36,65,221
3,36,68,234
4,36,72,246
5,36,77,257
6,36,85,267
7,36,96,274
8,36,109,276
9,36,124,274
10,36,138,268
11,36,151,259
12,36,160,247
13,36,165,233
14,36,167,216
15,36,167,200
16,36,166,184
17,36,67,180
18,36,71,174
19,36,78,172
20,36,86,171
21,36,95,172
22,36,105,168
23,36,115,165
24,36,126,163
25,36,136,164
26,36,146,169
27,36,100,179
28,36,99,185
29,36,98,190
30,36,98,196
31,36,92,211
32,36,96,211
33,36,101,211
34,36,106,210
35,36,112,209
36,36,74,188
37,36,78,184
38,36,85,182
39,36,91,185
40,36,85,187
41,36,79,188
42,36,116,181
43,36,122,176
44,36,129,176
45,36,136,179
46,36,130,181
47,36,123,181
48,36,89,239
49,36,92,229
50,36,98,224
51,36,102,225
52,36,107,223
53,36,117,227
54,36,125,236
55,36,118,245
56,36,110,249
57,36,104,250
58,36,99,250
59,36,93,247
60,36,92,238
61,36,99,231
62,36,103,231
63,36,108,230
64,36,121,235
65,36,108,240
66,36,103,240
67,36,99,240
0,37,67,193
1,37,65,207
2,37,67,223
3,37,70,237
4,37,74,251
5,37,79,265
6,37,86,276
7,37,96,284
8,37,109,286
9,37,124,283
10,37,138,276
11,37,150,265
12,37,159,253
13,37,164,239
14,37,167,222
15,37,167,205
16,37,166,188
17,37,70,166
18,37,72,158
19,37,78,153
20,37,86,152
21,37,93,155
22,37,111,152
23,37,120,147
24,37,131,146
25,37,141,151
26,37,147,160
27,37,101,169
28,37,100,178
29,37,99,186
30,37,98,194
31,37,93,208
32,37,97,210
33,37,101,210
34,37,107,209
35,37,112,206
36,37,78,179
37,37,82,174
38,37,89,173
39,37,94,177
40,37,88,179
41,37,82,180
42,37,118,174
43,37,123,169
44,37,130,168
45,37,136,173
46,37,130,176
47,37,124,176
48,37,91,241
49,37,93,230
50,37,99,224
51,37,103,224
52,37,107,223
53,37,116,227
54,37,125,238
55,37,119,248
56,37,111,251
57,37,106,252
58,37,101,252
59,37,95,249
60,37,94,240
61,37,100,231
62,37,104,230
63,37,108,230
64,37,122,237
65,37,110,243
66,37,105,243
67,37,101,244
0,38,65,194
1,38,64,208
2,38,65,223
3,38,69,236
4,38,74,250
5,38,80,263
6,38,88,274
7,38,98,283
8,38,111,284
9,38,125,282
10,38,139,275
11,38,150,264
12,38,158,252
13,38,165,238
14,38,167,222
15,38,168,204
16,38,167,187
17,38,70,167
18,38,72,159
19,38,79,155
20,38,87,155
21,38,94,158
22,38,107,154
23,38,117,148
24,38,129,146
25,38,140,150
26,38,147,159
27,38,101,171
28,38,101,179
29,38,100,186
30,38,99,194
31,38,94,208
32,38,98,209
33,38,102,210
34,38,107,208
35,38,112,206
36,38,77,180
37,38,81,175
38,38,87,174
39,38,93,178
40,38,88,181
41,38,81,182
42,38,117,174
43,38,123,169
44,38,129,168
45,38,135,173
46,38,130,175
47,38,123,176
48,38,91,241
49,38,93,230
50,38,99,225
51,38,102,226
52,38,107,224
53,38,116,227
54,38,124,236
55,38,118,246
56,38,111,250
57,38,105,251
58,38,101,252
59,38,95,249
60,38,93,240
61,38,100,232
62,38,103,231
63,38,108,231
64,38,120,236
65,38,109,241
66,38,104,242
67,38,100,242
0,39,66,195
1,39,64,208
2,39,65,223
3,39,69,237
4,39,75,251
5,39,81,263
6,39,88,275
7,39,98,284
8,39,110,286
9,39,125,284
10,39,139,275
11,39,151,264
12,39,160,252
13,39,166,237
14,39,169,220
15,39,169,203
16,39,168,185
17,39,69,167
18,39,71,159
19,39,78,154
20,39,86,154
21,39,93,158
22,39,107,153
23,39,117,146
24,39,129,144
25,39,141,148
26,39,149,159
27,39,101,169
28,39,101,179
29,39,100,188
30,39,99,197
31,39,94,211
32,39,98,211
