No,frame,x,y
0,31,192,126
1,31,191,136
2,31,192,146
3,31,194,156
4,31,195,167
5,31,198,177
6,31,202,186
7,31,208,191
8,31,219,191
9,31,231,189
10,31,242,184
11,31,252,176
12,31,260,168
13,31,266,158
14,31,268,146
15,31,269,133
16,31,269,121
17,31,193,112
18,31,194,105
19,31,198,100
20,31,204,99
21,31,209,101
22,31,217,98
23,31,224,95
24,31,233,95
25,31,241,98
26,31,247,105
27,31,213,111
28,31,212,116
29,31,210,122
30,31,209,127
31,31,206,139
32,31,209,140
33,31,212,140
34,31,217,138
35,31,221,137
36,31,199,119
37,31,201,115
38,31,205,114
39,31,209,116
40,31,206,118
41,31,202,119
42,31,226,113
43,31,229,109
44,31,234,109
45,31,238,112
46,31,234,113
47,31,229,113
48,31,205,164
49,31,205,157
50,31,209,153
51,31,213,153
52,31,216,151
53,31,222,153
54,31,229,158
55,31,223,162
56,31,218,164
57,31,215,165
58,31,211,166
59,31,207,167
60,31,207,163
61,31,210,158
62,31,213,157
63,31,217,156
64,31,226,158
65,31,217,159
66,31,214,160
67,31,211,161
0,32,193,126
1,32,192,135
2,32,193,145
3,32,194,154
4,32,196,164
5,32,198,173
6,32,202,183
7,32,209,188
8,32,220,190
9,32,232,188
10,32,244,183
11,32,254,176
12,32,263,169
13,32,270,159
14,32,273,148
15,32,275,135
16,32,275,122
17,32,193,110
18,32,195,103
19,32,199,98
20,32,205,97
21,32,210,99
22,32,218,96
23,32,226,92
24,32,235,92
25,32,244,95
26,32,250,103
27,32,214,109
28,32,213,114
29,32,212,119
30,32,210,125
31,32,207,136
32,32,210,137
33,32,213,137
34,32,218,136
35,32,222,134
36,32,200,117
37,32,202,113
38,32,206,112
39,32,211,114
40,32,207,116
41,32,203,117
42,32,228,111
43,32,231,107
44,32,236,107
45,32,241,110
46,32,236,111
47,32,232,111
48,32,206,160
49,32,206,154
50,32,210,150
51,32,213,150
52,32,216,149
53,32,222,151
54,32,230,156
55,32,223,160
56,32,218,161
57,32,215,162
58,32,212,163
59,32,208,163
60,32,207,159
61,32,211,155
62,32,213,154
63,32,217,154
64,32,227,156
65,32,217,156
66,32,214,157
67,32,211,157
0,33,194,119
1,33,193,128
2,33,193,139
3,33,194,149
4,33,195,160
5,33,197,170
6,33,201,180
7,33,207,186
8,33,217,188
9,33,229,187
10,33,241,182
11,33,252,175
12,33,261,167
13,33,267,157
14,33,271,146
15,33,273,134
16,33,274,121
17,33,197,108
18,33,198,102
19,33,203,100
20,33,209,100
21,33,214,102
22,33,222,103
23,33,229,100
24,33,237,100
25,33,245,102
26,33,251,107
27,33,216,110
28,33,214,115
29,33,212,119
30,33,211,125
31,33,208,135
32,33,210,136
33,33,214,136
34,33,218,135
35,33,222,134
36,33,202,115
37,33,204,112
38,33,208,111
39,33,212,114
40,33,208,115
41,33,204,116
42,33,230,113
43,33,233,111
44,33,238,111
45,33,242,114
46,33,237,115
47,33,233,114
48,33,206,159
49,33,207,153
50,33,211,149
51,33,214,150
52,33,217,148
53,33,223,150
54,33,229,156
55,33,224,160
56,33,218,161
57,33,215,162
58,33,211,163
59,33,208,163
60,33,208,158
61,33,211,154
62,33,214,153
63,33,217,153
64,33,227,155
65,33,217,156
66,33,214,157
67,33,212,157
0,34,195,119
1,34,194,129
2,34,194,139
3,34,195,150
4,34,197,161
5,34,198,173
6,34,202,183
7,34,209,191
8,34,220,193
9,34,232,191
10,34,243,186
11,34,253,178
12,34,262,169
13,34,268,159
14,34,272,147
15,34,273,135
16,34,274,122
17,34,198,108
18,34,199,102
19,34,203,99
20,34,208,99
21,34,213,102
22,34,224,99
23,34,231,96
24,34,239,96
25,34,247,99
26,34,252,106
27,34,218,111
28,34,216,117
29,34,214,123
30,34,213,130
31,34,210,139
32,34,213,140
33,34,216,141
34,34,220,140
35,34,224,138
36,34,203,115
37,34,205,110
38,34,210,110
39,34,214,114
40,34,210,115
41,34,205,116
42,34,231,112
43,34,234,108
44,34,239,109
45,34,243,112
46,34,239,114
47,34,234,113
48,34,209,163
49,34,209,157
50,34,213,154
51,34,216,155
52,34,219,153
53,34,224,155
54,34,231,160
55,34,226,165
56,34,220,166
57,34,217,167
58,34,214,167
59,34,210,167
60,34,211,162
61,34,213,159
62,34,216,158
63,34,219,158
64,34,229,160
65,34,220,161
66,34,217,162
67,34,214,162
0,35,192,125
1,35,192,134
2,35,192,145
3,35,194,155
4,35,195,165
5,35,197,175
6,35,202,185
7,35,209,191
8,35,219,192
9,35,231,190
10,35,243,185
11,35,253,177
12,35,262,169
13,35,267,158
14,35,270,146
15,35,271,133
16,35,272,120
17,35,194,110
18,35,195,103
19,35,200,99
20,35,206,98
21,35,211,101
22,35,219,97
23,35,227,93
24,35,236,93
25,35,244,96
26,35,249,104
27,35,215,110
28,35,213,116
29,35,212,122
30,35,211,128
31,35,208,138
32,35,211,139
33,35,214,140
34,35,218,138
35,35,222,137
36,35,200,118
37,35,202,113
38,35,207,112
39,35,211,115
40,35,207,117
41,35,203,118
42,35,227,112
43,35,231,108
44,35,236,108
45,35,240,111
46,35,236,112
47,35,232,112
48,35,206,163
49,35,207,157
50,35,211,153
51,35,214,154
52,35,217,152
53,35,223,154
54,35,230,159
55,35,224,163
56,35,219,165
57,35,215,166
58,35,212,166
59,35,209,166
60,35,208,162
61,35,212,159
62,35,214,158
63,35,218,157
64,35,227,159
65,35,218,159
66,35,215,160
67,35,212,160
0,36,192,126
1,36,191,135
2,36,192,146
3,36,194,155
4,36,195,165
5,36,197,175
6,36,201,184
7,36,208,190
8,36,220,190
9,36,233,188
10,36,244,183
11,36,254,175
12,36,262,166
13,36,267,156
14,36,270,145
15,36,271,133
16,36,272,120
17,36,193,110
18,36,194,103
19,36,199,99
20,36,205,97
21,36,211,99
22,36,220,96
23,36,227,92
24,36,236,92
25,36,244,95
26,36,250,102
27,36,215,109
28,36,214,114
29,36,212,120
30,36,211,126
31,36,208,137
32,36,211,138
33,36,214,138
34,36,218,137
35,36,222,135
36,36,199,117
37,36,201,112
38,36,206,111
39,36,210,114
40,36,207,116
41,36,202,117
42,36,228,111
43,36,231,106
44,36,236,106
45,36,241,110
46,36,237,111
47,36,232,111
