No,frame,x,y
0,26,102,143
1,26,102,158
2,26,104,175
3,26,108,191
4,26,113,206
5,26,120,221
6,26,131,232
7,26,144,240
8,26,157,241
9,26,171,238
10,26,185,230
11,26,197,217
12,26,206,202
13,26,212,185
14,26,214,167
15,26,213,147
16,26,210,129
17,26,110,124
18,26,113,117
19,26,121,114
20,26,131,114
21,26,139,117
22,26,152,114
23,26,160,108
24,26,170,105
25,26,180,105
26,26,190,110
27,26,145,127
28,26,145,138
29,26,145,148
30,26,145,159
31,26,139,171
32,26,143,172
33,26,148,172
34,26,153,170
35,26,159,168
36,26,119,134
37,26,123,131
38,26,129,130
39,26,135,132
40,26,129,135
41,26,123,136
42,26,161,128
43,26,166,123
44,26,172,122
45,26,178,124
46,26,173,127
47,26,167,128
48,26,136,202
49,26,139,193
50,26,144,189
51,26,149,190
52,26,154,188
53,26,162,190
54,26,169,197
55,26,164,205
56,26,157,209
57,26,151,211
58,26,146,210
59,26,140,208
60,26,139,201
61,26,145,196
62,26,150,195
63,26,155,195
64,26,165,197
65,26,156,200
66,26,150,201
67,26,146,201
0,27,101,144
1,27,101,160
2,27,104,177
3,27,107,192
4,27,113,207
5,27,120,221
6,27,132,233
7,27,145,240
8,27,158,242
9,27,172,238
10,27,187,228
11,27,199,215
12,27,208,199
13,27,213,182
14,27,214,163
15,27,212,143
16,27,208,125
17,27,106,128
18,27,109,121
19,27,116,117
20,27,125,116
21,27,133,118
22,27,149,117
23,27,157,110
24,27,169,106
25,27,180,107
26,27,190,112
27,27,143,129
28,27,143,139
29,27,144,148
30,27,144,159
31,27,139,171
32,27,143,172
33,27,148,173
34,27,153,171
35,27,158,167
36,27,117,136
37,27,120,133
38,27,126,132
39,27,132,133
40,27,127,136
41,27,121,137
42,27,160,128
43,27,164,125
44,27,170,124
45,27,177,125
46,27,172,128
47,27,165,129
48,27,137,202
49,27,139,195
50,27,145,191
51,27,149,192
52,27,153,190
53,27,161,192
54,27,169,197
55,27,163,206
56,27,157,210
57,27,152,211
58,27,147,211
59,27,141,209
60,27,140,201
61,27,146,196
62,27,151,196
63,27,155,196
64,27,165,198
65,27,155,201
66,27,150,202
67,27,146,202
0,28,101,143
1,28,102,159
2,28,104,175
3,28,108,191
4,28,113,206
5,28,121,220
6,28,131,232
7,28,145,240
8,28,158,241
9,28,171,238
10,28,185,229
11,28,198,216
12,28,207,200
13,28,212,183
14,28,214,164
15,28,212,144
16,28,208,126
17,28,107,125
18,28,110,119
19,28,117,116
20,28,126,116
21,28,134,118
22,28,150,115
23,28,158,109
24,28,169,105
25,28,179,105
26,28,188,110
27,28,144,128
28,28,144,138
29,28,144,148
30,28,144,159
31,28,139,171
32,28,143,173
33,28,148,174
34,28,153,171
35,28,158,168
36,28,116,135
37,28,120,132
38,28,126,131
39,28,132,133
40,28,126,136
41,28,121,137
42,28,160,128
43,28,164,124
44,28,171,123
45,28,177,125
46,28,172,127
47,28,165,128
48,28,137,202
49,28,139,195
50,28,145,191
51,28,149,191
52,28,153,190
53,28,161,192
54,28,169,197
55,28,164,205
56,28,157,209
57,28,152,211
58,28,147,211
59,28,141,209
60,28,140,202
61,28,146,196
62,28,150,196
63,28,155,195
64,28,165,197
65,28,155,201
66,28,151,202
67,28,146,202
0,29,102,142
1,29,102,158
2,29,104,175
3,29,108,190
4,29,114,206
5,29,121,220
