,frame,x,y
0,1,696,349
1,1,696,374
2,1,697,400
3,1,702,423
4,1,714,443
5,1,732,458
6,1,753,469
7,1,775,478
8,1,796,480
9,1,812,474
10,1,821,460
11,1,828,445
12,1,835,428
13,1,841,411
14,1,847,393
15,1,849,377
16,1,848,360
17,1,735,329
18,1,749,318
19,1,765,316
20,1,782,318
21,1,796,326
22,1,819,329
23,1,828,325
24,1,836,323
25,1,845,323
26,1,849,331
27,1,808,344
28,1,811,358
29,1,814,371
30,1,817,385
31,1,791,397
32,1,801,399
33,1,809,400
34,1,816,398
35,1,822,396
36,1,751,340
37,1,762,334
38,1,773,335
39,1,780,345
40,1,772,346
41,1,761,345
42,1,820,347
43,1,828,339
44,1,837,339
45,1,842,345
46,1,837,349
47,1,829,349
48,1,771,429
49,1,787,421
50,1,801,416
51,1,807,418
52,1,812,416
53,1,818,419
54,1,820,425
55,1,816,434
56,1,811,440
57,1,805,441
58,1,798,442
59,1,785,439
60,1,776,428
61,1,800,424
62,1,806,424
63,1,812,423
64,1,816,425
65,1,811,429
66,1,806,431
67,1,799,432
0,2,703,350
1,2,701,371
2,2,701,394
3,2,705,415
4,2,716,433
5,2,733,447
6,2,753,457
7,2,774,464
8,2,796,466
9,2,814,463
10,2,825,452
11,2,833,437
12,2,839,422
13,2,843,406
14,2,845,390
15,2,844,374
16,2,842,360
17,2,739,327
18,2,750,317
19,2,766,315
20,2,780,320
21,2,793,328
22,2,815,331
23,2,825,327
24,2,834,326
25,2,843,328
26,2,845,338
27,2,805,345
28,2,807,354
29,2,809,363
30,2,811,372
31,2,785,386
32,2,795,388
33,2,804,391
34,2,812,390
35,2,820,388
36,2,755,342
37,2,764,340
38,2,772,340
39,2,779,345
40,2,771,345
41,2,763,344
42,2,815,350
43,2,823,347
44,2,830,349
45,2,834,353
46,2,829,353
47,2,822,352
48,2,768,418
49,2,783,410
50,2,796,407
51,2,803,409
52,2,809,408
53,2,816,413
54,2,820,422
55,2,814,425
56,2,807,427
57,2,801,427
58,2,793,426
59,2,781,423
60,2,772,417
61,2,795,415
62,2,802,416
63,2,808,416
64,2,817,420
65,2,808,417
66,2,801,418
67,2,794,417
0,3,689,364
1,3,688,384
2,3,689,405
3,3,693,424
4,3,703,439
5,3,719,450
6,3,740,456
7,3,760,460
8,3,781,463
9,3,800,461
10,3,816,456
11,3,829,446
12,3,837,434
13,3,840,418
14,3,842,401
15,3,843,383
16,3,841,366
17,3,722,328
18,3,733,318
19,3,748,315
20,3,763,319
21,3,776,327
22,3,798,329
23,3,808,324
24,3,819,323
25,3,829,326
26,3,834,336
27,3,788,341
28,3,790,349
29,3,791,357
30,3,793,365
31,3,772,380
32,3,780,382
33,3,789,384
34,3,797,384
35,3,804,382
36,3,741,341
37,3,749,338
38,3,756,339
39,3,763,344
40,3,755,343
41,3,748,342
42,3,802,348
43,3,810,344
44,3,817,346
45,3,822,350
46,3,816,350
47,3,809,349
48,3,754,413
49,3,768,405
50,3,780,400
51,3,788,403
52,3,795,401
53,3,803,407
54,3,810,418
55,3,802,419
56,3,793,418
57,3,785,417
58,3,777,416
59,3,767,416
60,3,758,412
61,3,780,409
62,3,787,410
63,3,794,410
64,3,807,416
65,3,793,410
66,3,786,410
67,3,779,409
0,4,689,363
1,4,689,382
2,4,689,401
3,4,693,420
4,4,702,435
5,4,717,445
6,4,737,451
7,4,758,455
8,4,780,458
9,4,800,457
10,4,817,452
11,4,830,442
12,4,838,429
13,4,842,412
14,4,844,395
15,4,845,377
16,4,843,360
17,4,721,324
18,4,731,314
19,4,747,311
20,4,762,314
21,4,775,321
22,4,795,324
23,4,806,318
24,4,818,317
25,4,829,321
26,4,835,332
27,4,787,335
28,4,788,343
29,4,790,350
30,4,792,358
31,4,770,374
32,4,779,376
33,4,788,378
34,4,796,377
35,4,804,376
36,4,739,337
37,4,748,334
38,4,755,334
39,4,763,339
40,4,755,338
41,4,747,337
42,4,802,343
43,4,810,340
44,4,817,341
45,4,822,345
46,4,816,345
47,4,809,344
48,4,754,407
49,4,768,398
50,4,781,393
51,4,788,395
52,4,795,394
53,4,804,400
54,4,812,412
55,4,803,411
56,4,794,410
57,4,787,410
58,4,779,409
59,4,768,409
60,4,759,406
61,4,780,402
62,4,788,403
63,4,795,403
64,4,808,409
65,4,794,403
66,4,787,402
67,4,780,401
0,5,689,362
1,5,690,382
2,5,690,401
3,5,695,419
4,5,705,433
5,5,721,442
6,5,741,447
7,5,762,450
8,5,783,453
9,5,802,452
10,5,817,447
11,5,830,439
12,5,837,427
13,5,842,412
14,5,843,395
15,5,843,378
16,5,841,362
17,5,723,322
18,5,734,312
19,5,749,308
20,5,764,311
21,5,777,318
22,5,798,322
23,5,809,317
24,5,820,316
25,5,830,320
26,5,835,332
27,5,789,334
28,5,791,341
29,5,793,348
30,5,795,355
31,5,772,371
32,5,782,374
33,5,791,376
34,5,799,375
35,5,807,373
36,5,741,336
37,5,750,333
38,5,758,333
39,5,765,337
40,5,757,336
41,5,750,335
42,5,802,341
43,5,810,339
44,5,817,340
45,5,821,345
46,5,816,343
47,5,809,342
48,5,759,405
49,5,773,394
50,5,785,390
51,5,792,392
52,5,799,390
53,5,806,396
54,5,812,408
55,5,806,408
56,5,798,407
57,5,791,407
58,5,783,406
59,5,772,406
60,5,764,403
61,5,784,399
62,5,792,399
63,5,798,400
64,5,808,406
65,5,798,399
66,5,791,399
67,5,784,399
0,6,699,358
1,6,700,377
2,6,701,396
3,6,705,415
4,6,715,429
5,6,730,438
6,6,749,443
7,6,769,446
8,6,790,449
9,6,809,449
10,6,824,444
11,6,836,436
12,6,843,424
13,6,847,409
14,6,850,393
15,6,850,377
16,6,848,361
17,6,731,321
18,6,743,311
19,6,757,308
20,6,772,310
21,6,785,318
22,6,806,322
23,6,816,318
24,6,827,318
25,6,836,323
26,6,840,332
27,6,796,333
28,6,798,339
29,6,800,346
30,6,802,353
31,6,780,369
32,6,789,371
33,6,797,373
34,6,805,372
35,6,811,371
36,6,748,335
37,6,757,333
38,6,765,333
39,6,773,337
40,6,765,336
41,6,757,336
42,6,808,342
43,6,817,341
44,6,823,343
45,6,828,347
46,6,822,345
47,6,815,344
48,6,765,399
49,6,780,389
50,6,792,385
51,6,799,387
52,6,806,386
53,6,814,392
54,6,819,405
55,6,812,405
56,6,805,403
57,6,797,402
58,6,789,401
59,6,779,401
60,6,771,398
61,6,791,393
62,6,798,394
63,6,805,395
64,6,816,402
65,6,805,395
66,6,797,394
67,6,790,393
0,7,696,346
1,7,696,368
2,7,697,389
3,7,702,409
4,7,714,424
5,7,733,435
6,7,754,440
7,7,777,444
8,7,797,445
9,7,814,444
10,7,827,438
11,7,837,428
12,7,844,414
13,7,849,398
14,7,853,379
15,7,852,362
16,7,849,345
17,7,727,304
18,7,740,294
19,7,755,290
20,7,771,291
21,7,785,298
22,7,813,300
23,7,822,295
24,7,833,295
25,7,842,298
26,7,847,307
27,7,801,317
28,7,804,327
29,7,806,337
30,7,809,347
31,7,788,364
32,7,796,367
33,7,804,369
34,7,811,368
35,7,817,366
36,7,745,320
37,7,755,313
38,7,766,313
39,7,775,321
40,7,765,322
41,7,754,322
42,7,815,324
43,7,824,318
44,7,833,319
45,7,839,325
46,7,833,327
47,7,824,326
48,7,767,396
49,7,782,387
50,7,796,383
51,7,802,386
52,7,809,385
53,7,817,392
54,7,822,404
55,7,815,405
56,7,807,404
57,7,801,403
58,7,793,402
59,7,781,399
60,7,772,395
61,7,794,392
62,7,802,394
63,7,808,394
64,7,818,402
65,7,808,394
66,7,801,394
67,7,794,393
0,8,701,341
1,8,700,364
2,8,700,385
3,8,704,406
4,8,714,423
5,8,731,435
6,8,750,443
7,8,771,448
8,8,791,451
9,8,810,450
10,8,824,444
11,8,836,434
12,8,845,420
13,8,852,404
14,8,856,386
15,8,856,367
16,8,853,349
17,8,731,307
18,8,744,296
19,8,759,292
20,8,776,293
21,8,791,299
22,8,811,305
23,8,822,301
24,8,834,302
25,8,844,307
26,8,848,318
27,8,801,318
28,8,802,328
29,8,804,339
30,8,806,351
31,8,785,366
32,8,793,368
33,8,801,370
34,8,807,370
35,8,814,369
36,8,748,317
37,8,757,312
38,8,767,312
39,8,775,320
40,8,766,320
41,8,757,319
42,8,817,325
43,8,826,321
44,8,834,322
45,8,840,329
46,8,833,329
47,8,825,327
48,8,766,397
49,8,780,387
50,8,794,383
51,8,800,386
52,8,806,386
53,8,814,393
54,8,819,406
55,8,811,406
56,8,803,404
57,8,797,403
58,8,790,402
59,8,778,400
60,8,770,396
61,8,792,392
62,8,799,393
63,8,805,394
64,8,815,403
65,8,804,396
66,8,798,396
67,8,791,394
0,9,709,338
1,9,706,358
2,9,703,380
3,9,704,401
4,9,712,418
5,9,727,429
6,9,746,437
7,9,766,441
8,9,785,443
9,9,803,443
10,9,819,438
11,9,832,430
12,9,842,419
13,9,849,405
14,9,854,389
15,9,855,373
16,9,855,357
17,9,738,303
18,9,751,294
19,9,766,292
20,9,781,294
21,9,794,302
22,9,813,308
