,frame,x,y
0,1,191,169
1,1,189,177
2,1,188,186
3,1,188,196
4,1,189,206
5,1,191,217
6,1,195,226
7,1,201,232
8,1,211,236
9,1,225,237
10,1,240,236
11,1,254,231
12,1,265,224
13,1,274,215
14,1,278,203
15,1,280,190
16,1,282,176
17,1,191,151
18,1,193,145
19,1,199,142
20,1,206,143
21,1,212,146
22,1,222,145
23,1,232,142
24,1,244,143
25,1,254,148
26,1,262,155
27,1,215,154
28,1,213,160
29,1,210,165
30,1,207,171
31,1,204,182
32,1,207,184
33,1,211,185
34,1,216,184
35,1,222,183
36,1,196,160
37,1,200,157
38,1,205,156
39,1,210,159
40,1,205,160
41,1,200,161
42,1,233,159
43,1,239,157
44,1,244,158
45,1,250,161
46,1,244,162
47,1,238,161
48,1,202,204
49,1,203,198
50,1,207,195
51,1,211,196
52,1,215,195
53,1,223,199
54,1,232,206
55,1,223,208
56,1,216,208
57,1,211,208
58,1,207,207
59,1,203,206
60,1,204,203
61,1,208,200
62,1,211,200
63,1,215,200
64,1,228,205
65,1,215,202
66,1,211,202
67,1,208,202
0,2,193,167
1,2,191,176
2,2,190,185
3,2,189,195
4,2,190,206
5,2,191,216
6,2,195,225
7,2,201,233
8,2,211,237
9,2,225,238
10,2,241,236
11,2,255,232
12,2,267,224
13,2,275,215
14,2,280,203
15,2,283,190
16,2,285,176
17,2,193,149
18,2,195,144
19,2,201,143
20,2,207,144
21,2,212,147
22,2,225,146
23,2,236,143
24,2,247,144
25,2,258,149
26,2,265,157
27,2,217,155
28,2,214,161
29,2,211,167
30,2,208,174
31,2,204,183
32,2,207,185
33,2,211,187
34,2,217,186
35,2,223,185
36,2,198,160
37,2,201,157
38,2,206,157
39,2,211,159
40,2,206,160
41,2,201,160
42,2,235,160
43,2,242,158
44,2,247,159
45,2,253,162
46,2,247,163
47,2,241,162
48,2,202,204
49,2,204,199
50,2,208,196
51,2,212,197
52,2,216,196
53,2,223,200
54,2,232,207
55,2,223,208
56,2,216,208
57,2,211,208
58,2,207,208
59,2,204,207
60,2,204,203
61,2,208,200
62,2,212,201
63,2,216,201
64,2,229,206
65,2,216,203
66,2,211,203
67,2,208,202
0,3,194,168
1,3,191,177
2,3,190,186
3,3,190,197
4,3,190,207
5,3,192,217
6,3,196,226
7,3,203,233
8,3,214,237
9,3,228,238
10,3,243,236
11,3,257,232
12,3,268,225
13,3,276,216
14,3,280,204
15,3,283,191
16,3,285,178
17,3,194,151
18,3,198,145
19,3,205,143
20,3,212,144
21,3,218,147
22,3,225,146
23,3,236,144
24,3,247,145
25,3,258,150
26,3,265,158
27,3,219,156
28,3,217,161
29,3,214,166
30,3,211,172
31,3,208,182
32,3,211,184
33,3,215,185
34,3,220,185
35,3,225,184
36,3,201,160
37,3,204,157
38,3,209,157
39,3,213,160
40,3,208,161
41,3,204,161
42,3,237,161
43,3,243,159
44,3,248,160
45,3,254,163
46,3,248,164
47,3,242,163
48,3,205,205
49,3,207,199
50,3,211,196
51,3,214,197
52,3,218,197
53,3,225,201
54,3,233,209
55,3,224,209
56,3,217,208
57,3,214,208
58,3,210,208
59,3,207,207
60,3,208,204
61,3,211,201
62,3,214,201
63,3,218,202
64,3,229,207
65,3,217,203
66,3,214,203
67,3,211,203
0,4,195,171
1,4,193,180
2,4,193,190
3,4,193,200
4,4,194,210
5,4,195,220
6,4,200,229
7,4,208,234
8,4,220,237
9,4,234,237
10,4,249,235
11,4,262,230
12,4,271,223
13,4,278,214
14,4,281,202
15,4,282,190
16,4,283,178
17,4,196,151
18,4,199,145
19,4,206,142
20,4,214,143
21,4,220,147
22,4,226,148
23,4,235,144
24,4,246,144
25,4,256,148
26,4,262,156
27,4,222,154
28,4,220,159
29,4,219,163
30,4,217,168
31,4,212,180
32,4,216,181
33,4,219,182
34,4,224,181
35,4,229,180
36,4,202,160
37,4,205,156
38,4,210,156
39,4,215,159
40,4,210,160
41,4,205,161
42,4,237,160
43,4,242,157
44,4,247,158
45,4,253,162
46,4,247,162
47,4,242,161
48,4,208,205
49,4,211,198
50,4,215,194
51,4,218,195
52,4,222,194
53,4,229,199
54,4,236,207
55,4,228,208
56,4,222,207
57,4,218,207
58,4,214,207
59,4,211,206
60,4,211,204
61,4,215,200
62,4,218,200
63,4,222,200
64,4,233,206
65,4,222,202
66,4,218,202
