,frame,x,y
0,1,108,85
1,1,107,98
2,1,107,112
3,1,108,125
4,1,110,137
5,1,115,149
6,1,121,160
7,1,129,169
8,1,141,173
9,1,154,172
10,1,166,165
11,1,177,156
12,1,186,145
13,1,192,132
14,1,195,118
15,1,196,103
16,1,197,87
17,1,113,67
18,1,116,60
19,1,122,57
20,1,129,57
21,1,136,61
22,1,153,61
23,1,161,58
24,1,170,59
25,1,178,64
26,1,183,72
27,1,143,76
28,1,142,84
29,1,141,91
30,1,140,99
31,1,133,109
32,1,137,110
33,1,141,111
34,1,146,110
35,1,151,109
36,1,120,80
37,1,124,77
38,1,129,77
39,1,134,80
40,1,129,81
41,1,124,81
42,1,157,81
43,1,162,79
44,1,167,80
45,1,172,83
46,1,167,84
47,1,161,83
48,1,127,132
49,1,131,127
50,1,137,125
51,1,141,126
52,1,145,125
53,1,153,128
54,1,160,134
55,1,154,145
56,1,146,149
57,1,141,150
58,1,136,149
59,1,130,144
60,1,130,133
61,1,137,131
62,1,141,131
63,1,145,131
64,1,157,134
65,1,146,140
66,1,142,141
67,1,137,139
0,2,108,87
1,2,107,100
2,2,107,113
3,2,108,126
4,2,111,139
5,2,116,151
6,2,122,162
7,2,130,171
8,2,142,174
9,2,154,172
10,2,166,165
11,2,177,156
12,2,186,145
13,2,192,133
14,2,195,119
15,2,197,104
16,2,198,90
17,2,110,71
18,2,113,63
19,2,121,59
20,2,129,59
21,2,136,62
22,2,153,61
23,2,161,59
24,2,171,60
25,2,179,65
26,2,184,73
27,2,143,77
28,2,142,84
29,2,141,92
30,2,140,100
31,2,133,109
32,2,137,111
33,2,141,112
34,2,146,111
35,2,151,110
36,2,119,81
37,2,123,78
38,2,129,78
39,2,134,81
40,2,128,82
41,2,123,82
42,2,157,82
43,2,162,80
44,2,168,80
45,2,172,83
46,2,167,84
47,2,162,84
48,2,126,132
49,2,130,128
50,2,137,125
51,2,141,127
52,2,146,126
53,2,154,128
54,2,161,134
55,2,155,145
56,2,147,149
57,2,141,150
58,2,136,149
59,2,130,144
60,2,129,133
61,2,137,131
62,2,141,131
63,2,146,131
64,2,158,134
65,2,147,141
66,2,142,141
67,2,137,140
0,3,110,83
1,3,109,96
2,3,109,109
3,3,110,122
4,3,112,135
5,3,116,147
6,3,123,158
7,3,131,167
8,3,142,171
9,3,155,170
10,3,168,164
11,3,180,155
12,3,188,144
13,3,194,131
14,3,197,117
15,3,198,102
16,3,200,87
17,3,114,68
18,3,116,60
19,3,123,56
20,3,132,56
21,3,140,59
22,3,157,59
23,3,165,57
24,3,175,58
25,3,183,63
26,3,187,72
27,3,147,74
28,3,146,81
29,3,144,89
30,3,143,97
31,3,136,106
32,3,140,108
33,3,144,109
34,3,149,108
35,3,154,108
36,3,122,77
37,3,127,73
38,3,132,74
39,3,138,78
40,3,132,78
41,3,126,78
42,3,161,79
43,3,166,77
44,3,171,77
45,3,176,81
46,3,171,82
47,3,165,81
48,3,129,129
49,3,133,125
50,3,139,123
51,3,144,125
52,3,149,124
53,3,156,127
54,3,163,132
55,3,156,142
56,3,148,145
57,3,143,145
58,3,138,145
59,3,132,140
60,3,131,130
61,3,139,128
62,3,144,129
63,3,148,129
64,3,160,133
65,3,148,137
66,3,143,137
67,3,139,136
0,4,109,86
1,4,108,99
2,4,108,113
3,4,109,126
4,4,112,138
5,4,116,150
6,4,123,161
7,4,131,170
8,4,142,173
9,4,154,173
10,4,167,167
11,4,178,158
12,4,187,147
13,4,193,135
14,4,196,120
15,4,198,106
16,4,199,91
17,4,112,72
18,4,114,63
19,4,122,58
20,4,131,57
21,4,139,60
22,4,155,60
23,4,164,58
24,4,174,59
25,4,183,65
26,4,187,75
27,4,146,76
28,4,145,84
29,4,144,91
30,4,143,99
31,4,135,109
32,4,139,110
33,4,143,112
34,4,148,111
35,4,154,110
36,4,121,80
37,4,125,76
38,4,131,76
39,4,136,80
40,4,131,80
41,4,125,81
42,4,160,81
43,4,165,78
44,4,170,79
45,4,175,83
46,4,170,83
47,4,164,82
48,4,128,131
49,4,132,127
50,4,139,125
51,4,143,127
52,4,148,126
53,4,155,129
54,4,162,135
55,4,155,145
56,4,148,148
57,4,142,149
58,4,137,148
59,4,131,143
60,4,131,132
61,4,139,130
62,4,143,131
63,4,148,131
64,4,159,135
65,4,148,141
66,4,143,141
67,4,138,140
0,5,108,88
1,5,107,101
2,5,107,115
3,5,108,128
4,5,111,140
5,5,115,152
6,5,121,163
7,5,129,172
8,5,141,175
9,5,154,174
10,5,167,168
11,5,178,159
12,5,187,148
13,5,193,135
14,5,195,121
15,5,197,106
16,5,199,91
17,5,111,73
18,5,114,65
19,5,122,62
20,5,130,62
21,5,138,64
22,5,154,64
23,5,163,62
24,5,172,62
25,5,180,67
26,5,185,75
27,5,145,78
28,5,144,85
29,5,143,93
30,5,142,101
31,5,134,110
32,5,138,112
33,5,142,113
34,5,147,112
35,5,152,111
36,5,120,82
37,5,124,78
38,5,130,78
39,5,135,82
40,5,130,83
41,5,124,83
42,5,159,83
43,5,163,80
44,5,169,80
45,5,174,84
46,5,169,85
47,5,163,84
48,5,127,134
49,5,131,129
50,5,138,127
51,5,142,129
52,5,147,128
53,5,155,130
54,5,161,136
55,5,154,146
56,5,147,150
57,5,141,150
