,frame,x,y
0,1,141,138
1,1,141,148
2,1,143,160
3,1,147,170
4,1,151,181
5,1,156,192
6,1,159,201
7,1,163,211
8,1,170,214
9,1,181,212
10,1,194,204
11,1,205,195
12,1,216,185
13,1,224,173
14,1,227,157
15,1,226,139
16,1,226,121
17,1,137,119
18,1,137,116
19,1,140,115
20,1,142,116
21,1,146,118
22,1,152,114
23,1,160,110
24,1,169,108
25,1,179,110
26,1,187,115
27,1,151,129
28,1,149,138
29,1,147,148
30,1,145,157
31,1,144,163
32,1,147,166
33,1,151,167
34,1,156,165
35,1,161,163
36,1,142,128
37,1,143,125
38,1,147,125
39,1,150,128
40,1,147,129
41,1,144,129
42,1,165,127
43,1,168,123
44,1,173,123
45,1,179,125
46,1,174,127
47,1,169,128
48,1,155,183
49,1,151,179
50,1,152,177
51,1,154,178
52,1,158,177
53,1,166,178
54,1,175,181
55,1,169,190
56,1,162,194
57,1,159,195
58,1,156,194
59,1,153,190
60,1,155,183
61,1,154,181
62,1,155,180
63,1,158,180
64,1,172,181
65,1,160,187
66,1,157,187
67,1,155,186
0,2,145,128
1,2,143,139
2,2,142,151
3,2,142,164
4,2,143,176
5,2,145,188
6,2,148,200
7,2,153,209
8,2,161,212
9,2,173,212
10,2,186,206
11,2,198,199
12,2,209,190
13,2,217,180
14,2,220,168
15,2,222,155
16,2,223,142
17,2,145,117
18,2,148,113
19,2,153,112
20,2,159,113
21,2,164,117
22,2,178,119
23,2,185,117
24,2,194,117
25,2,202,121
26,2,207,127
27,2,168,128
28,2,165,136
29,2,162,145
30,2,158,154
31,2,154,157
32,2,157,159
33,2,161,161
34,2,166,161
35,2,171,160
36,2,151,126
37,2,154,124
38,2,159,124
39,2,163,127
40,2,158,127
41,2,154,127
42,2,183,130
43,2,188,128
44,2,192,129
45,2,196,132
46,2,192,133
47,2,187,132
48,2,148,170
49,2,150,169
50,2,155,170
51,2,159,172
52,2,164,171
53,2,172,173
54,2,181,177
55,2,172,184
56,2,163,186
57,2,158,185
58,2,154,184
59,2,149,179
60,2,149,170
61,2,155,172
62,2,159,174
63,2,164,174
64,2,178,177
65,2,164,182
66,2,159,181
67,2,155,180
0,3,145,123
1,3,143,135
2,3,142,147
3,3,142,159
4,3,143,172
5,3,145,185
6,3,147,198
7,3,152,208
8,3,161,212
9,3,173,211
10,3,186,205
11,3,198,197
12,3,209,187
13,3,217,176
14,3,220,163
15,3,223,150
16,3,226,136
17,3,145,115
18,3,148,110
19,3,154,109
20,3,161,111
21,3,166,115
22,3,180,118
23,3,188,115
24,3,196,116
25,3,204,119
26,3,209,126
27,3,170,127
28,3,167,136
29,3,164,145
30,3,161,155
31,3,156,158
32,3,159,161
33,3,163,163
34,3,168,162
35,3,173,161
36,3,150,124
37,3,154,122
38,3,159,123
39,3,164,126
40,3,158,127
41,3,154,126
42,3,185,129
43,3,190,127
44,3,195,128
45,3,199,131
46,3,194,132
47,3,189,131
48,3,149,171
49,3,152,170
50,3,158,171
51,3,162,173
52,3,167,173
53,3,174,174
54,3,183,178
55,3,174,186
56,3,166,188
57,3,160,188
58,3,156,186
59,3,151,181
60,3,151,172
61,3,157,174
62,3,161,176
63,3,166,176
64,3,180,178
65,3,166,183
66,3,161,183
67,3,157,181
0,4,150,121
1,4,146,133
2,4,145,145
3,4,144,158
4,4,144,171
5,4,145,185
6,4,148,197
7,4,152,208
8,4,161,212
9,4,173,212
10,4,186,205
11,4,198,198
12,4,209,189
13,4,217,179
14,4,221,166
15,4,224,154
16,4,226,141
17,4,150,115
18,4,154,111
19,4,159,111
20,4,165,113
21,4,170,118
22,4,186,121
23,4,193,119
24,4,201,120
25,4,208,123
26,4,212,129
27,4,175,127
28,4,171,137
29,4,168,146
30,4,164,156
31,4,159,159
32,4,162,162
33,4,165,164
34,4,170,163
35,4,175,162
36,4,155,123
37,4,160,122
38,4,165,123
39,4,169,126
40,4,164,126
41,4,159,125
42,4,189,130
43,4,194,129
44,4,199,130
45,4,202,133
46,4,198,134
47,4,193,133
48,4,150,171
49,4,154,172
50,4,160,173
51,4,163,175
52,4,168,175
53,4,175,176
54,4,183,179
55,4,174,186
56,4,166,188
57,4,161,187
58,4,156,186
59,4,152,180
60,4,152,172
61,4,159,175
62,4,163,177
63,4,168,177
64,4,180,180
65,4,167,182
66,4,162,182
67,4,158,180
0,5,148,125
1,5,146,136
2,5,144,149
3,5,144,161
4,5,145,174
5,5,147,187
6,5,150,199
7,5,155,209
8,5,164,214
9,5,175,212
10,5,188,206
11,5,200,197
12,5,210,188
13,5,217,177
14,5,221,165
15,5,223,152
16,5,225,138
17,5,149,116
18,5,151,111
19,5,156,110
20,5,161,112
21,5,166,116
22,5,177,119
23,5,185,115
24,5,194,116
25,5,202,119
26,5,207,127
27,5,169,127
28,5,166,136
29,5,163,146
30,5,160,155
31,5,155,157
32,5,158,160
33,5,162,163
34,5,167,161
35,5,173,160
36,5,153,124
37,5,157,123
38,5,161,124
39,5,165,127
40,5,160,127
41,5,156,126
42,5,183,129
43,5,188,128
44,5,193,129
45,5,197,132
46,5,192,132
47,5,187,131
48,5,151,171
49,5,153,169
50,5,158,170
51,5,162,172
52,5,167,172
53,5,175,174
54,5,183,178
55,5,175,187
56,5,166,190
57,5,161,190
58,5,157,188
59,5,152,182
60,5,153,171
61,5,158,173
62,5,162,174
63,5,166,175
64,5,180,178
65,5,167,184
66,5,162,184
67,5,158,182
0,6,144,127
1,6,144,137
2,6,144,147
3,6,145,158
4,6,146,169
5,6,149,179
6,6,154,188
7,6,160,194
8,6,170,197
9,6,182,196
10,6,195,192
11,6,206,186
12,6,214,177
13,6,220,166
14,6,222,155
15,6,224,142
16,6,226,129
17,6,144,114
18,6,147,109
19,6,152,106
20,6,159,106
21,6,165,108
22,6,175,108
23,6,183,105
24,6,192,105
25,6,200,108
26,6,206,115
27,6,168,118
28,6,166,125
29,6,164,132
30,6,161,140
31,6,157,146
32,6,161,148
33,6,165,149
34,6,170,148
35,6,175,147
36,6,149,121
37,6,152,118
38,6,157,118
39,6,162,120
40,6,157,121
41,6,153,122
42,6,182,120
43,6,187,118
44,6,192,118
45,6,197,121
46,6,191,121
47,6,187,121
48,6,153,167
49,6,155,160
50,6,160,157
51,6,165,159
52,6,170,158
53,6,178,161
54,6,185,168
55,6,178,172
56,6,171,174
57,6,165,174
58,6,160,174
59,6,155,172
60,6,155,166
61,6,160,162
62,6,165,162
63,6,170,162
64,6,182,167
65,6,170,168
66,6,165,169
67,6,161,168
0,7,144,125
1,7,144,135
2,7,145,145
3,7,148,155
4,7,150,166
5,7,153,176
6,7,156,187
7,7,162,194
8,7,171,197
9,7,183,195
10,7,197,190
11,7,208,183
12,7,216,173
13,7,222,162
14,7,224,149
15,7,225,136
16,7,227,122
17,7,143,114
18,7,144,110
19,7,149,109
20,7,154,109
