,frame,x,y
0,1,143,174
1,1,144,185
2,1,146,196
3,1,149,206
4,1,153,217
5,1,157,228
6,1,164,237
7,1,173,243
8,1,185,243
9,1,198,241
10,1,211,235
11,1,222,227
12,1,229,215
13,1,233,202
14,1,235,187
15,1,234,173
16,1,233,158
17,1,140,156
18,1,143,149
19,1,149,145
20,1,156,144
21,1,163,145
22,1,177,140
23,1,185,136
24,1,195,134
25,1,205,136
26,1,214,141
27,1,170,153
28,1,171,160
29,1,171,167
30,1,171,174
31,1,167,186
32,1,171,187
33,1,175,187
34,1,180,184
35,1,185,182
36,1,149,163
37,1,152,158
38,1,158,156
39,1,163,159
40,1,159,161
41,1,153,163
42,1,187,153
43,1,192,149
44,1,198,148
45,1,203,150
46,1,198,152
47,1,193,153
48,1,167,212
49,1,169,204
50,1,173,199
51,1,177,199
52,1,182,196
53,1,189,198
54,1,197,202
55,1,191,206
56,1,185,209
57,1,180,211
58,1,176,212
59,1,171,213
60,1,170,210
61,1,174,204
62,1,178,203
63,1,183,201
64,1,193,202
65,1,184,204
66,1,179,206
67,1,175,207
0,2,140,161
1,2,140,172
2,2,142,184
3,2,146,197
4,2,151,210
5,2,156,221
6,2,162,232
7,2,171,240
8,2,183,241
9,2,196,238
10,2,209,231
11,2,219,222
12,2,228,209
13,2,233,195
14,2,236,178
15,2,237,161
16,2,236,144
17,2,141,144
18,2,143,137
19,2,148,134
20,2,155,132
21,2,161,134
22,2,176,130
23,2,184,123
24,2,195,122
25,2,205,124
26,2,214,130
27,2,170,143
28,2,169,153
29,2,169,162
30,2,169,172
31,2,164,181
32,2,168,183
33,2,173,184
34,2,178,181
35,2,183,179
36,2,148,152
37,2,151,148
38,2,156,146
39,2,161,148
40,2,157,151
41,2,152,152
42,2,187,143
43,2,192,139
44,2,198,138
45,2,203,140
46,2,198,143
47,2,192,143
48,2,167,206
49,2,167,198
50,2,171,195
51,2,175,195
52,2,180,193
53,2,187,195
54,2,195,201
55,2,189,208
56,2,183,211
57,2,178,213
58,2,173,213
59,2,169,211
60,2,169,206
61,2,172,200
62,2,176,199
63,2,181,198
64,2,192,201
65,2,181,206
66,2,177,207
67,2,173,207
0,3,139,176
1,3,141,188
2,3,144,200
3,3,148,211
4,3,153,221
5,3,158,232
6,3,165,241
7,3,175,245
8,3,187,244
9,3,199,241
10,3,211,235
11,3,221,227
12,3,228,216
13,3,232,203
14,3,234,188
15,3,234,173
16,3,233,158
17,3,138,158
18,3,139,149
19,3,145,143
20,3,154,140
21,3,162,140
22,3,179,136
23,3,188,131
24,3,198,129
25,3,208,132
26,3,215,141
27,3,172,151
28,3,172,159
29,3,173,167
30,3,174,176
31,3,168,187
32,3,173,188
33,3,177,187
34,3,182,185
35,3,186,182
36,3,147,163
37,3,151,157
38,3,157,156
39,3,162,159
40,3,158,162
41,3,152,164
42,3,188,153
43,3,192,147
44,3,199,146
45,3,204,149
46,3,200,152
47,3,194,153
48,3,168,214
49,3,170,205
50,3,175,199
51,3,179,199
52,3,183,197
53,3,190,198
54,3,198,203
55,3,193,208
56,3,187,211
57,3,182,213
58,3,178,214
59,3,172,214
60,3,171,212
61,3,176,205
62,3,180,204
63,3,184,202
64,3,195,203
65,3,185,205
66,3,181,207
67,3,177,208
0,4,147,158
1,4,146,170
2,4,148,183
3,4,151,195
4,4,154,208
5,4,158,220
6,4,164,231
7,4,173,239
8,4,186,241
9,4,198,239
10,4,211,233
11,4,221,224
12,4,229,212
13,4,234,198
14,4,236,183
15,4,238,167
16,4,238,151
17,4,147,140
18,4,150,133
19,4,156,130
20,4,164,129
21,4,172,132
22,4,183,130
23,4,193,124
24,4,203,123
25,4,214,126
26,4,220,134
27,4,179,141
28,4,178,152
29,4,178,162
30,4,177,173
31,4,171,181
32,4,175,183
33,4,180,184
34,4,185,182
35,4,190,180
36,4,154,146
37,4,158,141
38,4,165,141
39,4,170,145
40,4,165,147
41,4,159,147
42,4,194,144
43,4,199,138
44,4,206,138
45,4,210,142
46,4,206,144
47,4,200,144
48,4,171,204
49,4,173,198
50,4,177,195
51,4,181,196
52,4,187,194
53,4,194,196
54,4,201,201
55,4,195,206
56,4,188,209
57,4,183,210
58,4,178,210
59,4,174,209
60,4,174,204
61,4,178,200
62,4,182,200
63,4,187,199
64,4,198,200
65,4,188,204
66,4,182,205
67,4,178,205
0,5,147,156
1,5,147,169
2,5,148,182
3,5,151,195
4,5,154,208
5,5,158,220
6,5,165,232
7,5,174,240
8,5,186,242
9,5,199,241
10,5,210,235
11,5,220,225
12,5,228,213
13,5,232,199
14,5,234,183
15,5,236,166
16,5,235,151
17,5,150,139
18,5,152,132
19,5,158,129
20,5,165,129
21,5,171,132
22,5,185,129
23,5,194,124
24,5,203,123
25,5,212,126
26,5,217,133
27,5,180,140
28,5,180,152
29,5,179,163
30,5,178,174
31,5,172,180
32,5,176,183
33,5,180,185
34,5,185,183
35,5,191,180
36,5,158,144
37,5,162,140
38,5,167,140
39,5,172,143
40,5,168,145
41,5,162,145
42,5,194,143
43,5,198,139
44,5,204,138
45,5,209,141
46,5,205,143
47,5,199,143
48,5,171,201
49,5,173,196
50,5,178,195
51,5,182,196
52,5,188,195
53,5,195,196
54,5,203,201
55,5,196,207
56,5,189,210
57,5,183,210
58,5,178,210
59,5,174,207
60,5,173,201
61,5,178,199
62,5,182,200
63,5,188,199
64,5,200,201
65,5,188,204
66,5,182,205
67,5,178,204
0,6,143,160
1,6,143,173
2,6,144,186
3,6,148,199
4,6,153,211
5,6,158,223
6,6,166,234
7,6,176,242
8,6,188,244
9,6,202,242
10,6,213,235
11,6,223,225
12,6,230,212
13,6,233,197
14,6,235,181
15,6,235,165
16,6,235,149
17,6,146,143
18,6,149,137
19,6,156,133
20,6,163,132
21,6,170,135
22,6,185,132
23,6,193,126
24,6,202,124
25,6,212,126
26,6,219,132
27,6,179,143
28,6,180,154
29,6,180,164
30,6,181,175
31,6,173,181
32,6,177,184
33,6,183,185
34,6,188,182
35,6,192,179
36,6,155,149
37,6,158,145
38,6,163,144
39,6,169,145
40,6,164,147
41,6,159,149
42,6,194,143
43,6,199,139
44,6,204,138
45,6,209,141
46,6,205,143
47,6,200,143
48,6,173,204
49,6,175,198
50,6,180,195
51,6,185,196
52,6,190,195
53,6,197,196
54,6,204,202
55,6,198,209
56,6,192,212
57,6,186,212
58,6,181,212
59,6,176,210
60,6,175,204
61,6,180,200
62,6,185,200
63,6,190,199
64,6,201,202
65,6,191,206
66,6,185,207
67,6,180,207
0,7,140,164
1,7,141,176
2,7,144,189
3,7,149,202
4,7,155,214
5,7,162,225
6,7,170,234
7,7,181,241
8,7,193,243
9,7,206,240
10,7,217,233
11,7,226,222
12,7,232,209
13,7,236,194
14,7,237,178
15,7,237,162
16,7,236,146
17,7,145,143
18,7,148,136
19,7,155,133
20,7,163,131
21,7,171,133
22,7,185,130
23,7,193,124
24,7,203,122
25,7,213,123
26,7,220,130
27,7,180,141
28,7,181,151
29,7,182,161
30,7,183,172
31,7,174,180
32,7,179,182
33,7,185,183
34,7,190,181
35,7,195,178
36,7,153,149
37,7,157,144
38,7,162,143
39,7,168,145
40,7,163,147
41,7,158,149
42,7,195,141
43,7,200,137
44,7,206,137
45,7,211,139
46,7,206,141
47,7,201,141
48,7,174,205
49,7,177,198
50,7,182,195
51,7,187,195
52,7,192,193
53,7,199,194
54,7,207,199
55,7,202,206
56,7,195,209
57,7,189,210
58,7,184,211
59,7,178,209
60,7,176,204
61,7,183,200
62,7,188,199
63,7,193,198
64,7,204,200
65,7,193,203
66,7,188,205
67,7,183,205
0,8,141,168
1,8,142,180
2,8,146,193
3,8,152,206
4,8,158,218
5,8,165,228
6,8,174,237
7,8,186,241
8,8,198,241
9,8,209,238
10,8,221,232
11,8,229,222
12,8,235,209
13,8,239,195
14,8,242,178
15,8,242,162
16,8,240,146
17,8,146,142
18,8,148,135
19,8,154,131
20,8,161,128
21,8,168,129
22,8,187,123
23,8,195,117
24,8,204,115
25,8,212,117
26,8,220,124
27,8,179,138
28,8,180,149
29,8,181,160
30,8,182,171
31,8,176,181
32,8,181,183
33,8,186,183
34,8,191,180
35,8,195,177
36,8,154,149
37,8,157,143
38,8,163,141
39,8,169,144
40,8,164,147
41,8,159,149
42,8,194,139
43,8,199,132
44,8,206,131
45,8,211,135
46,8,207,138
47,8,200,139
48,8,179,208
49,8,181,200
50,8,185,196
51,8,189,196
52,8,194,194
53,8,200,195
54,8,208,200
55,8,203,204
56,8,197,206
57,8,192,207
58,8,188,208
59,8,184,209
60,8,182,206
61,8,186,201
62,8,190,200
63,8,194,199
64,8,204,199
65,8,195,201
66,8,191,202
67,8,187,202
0,9,141,163
1,9,142,176
2,9,145,189
3,9,150,203
4,9,156,215
5,9,163,227
6,9,172,237
7,9,184,243
8,9,196,244
9,9,209,241
10,9,220,233
11,9,229,222
12,9,236,209
13,9,241,194
14,9,243,177
15,9,244,160
16,9,242,144
17,9,147,140
18,9,150,134
