,frame,x,y
0,1,761,490
1,1,762,507
2,1,763,524
3,1,766,540
4,1,773,554
5,1,783,566
6,1,796,575
7,1,812,581
8,1,829,582
9,1,846,580
10,1,859,573
11,1,870,562
12,1,877,549
13,1,882,534
14,1,885,519
15,1,886,503
16,1,887,488
17,1,777,465
18,1,783,454
19,1,795,449
20,1,807,449
21,1,819,453
22,1,839,453
23,1,850,450
24,1,862,450
25,1,872,455
26,1,877,466
27,1,830,467
28,1,830,475
29,1,831,482
30,1,831,490
31,1,817,504
32,1,824,505
33,1,831,507
34,1,837,505
35,1,843,503
36,1,791,474
37,1,797,470
38,1,804,470
39,1,810,472
40,1,804,473
41,1,797,474
42,1,846,472
43,1,853,470
44,1,860,471
45,1,865,475
46,1,859,474
47,1,853,474
48,1,807,536
49,1,815,525
50,1,825,519
51,1,832,521
52,1,838,519
53,1,846,524
54,1,851,535
55,1,847,544
56,1,839,549
57,1,831,550
58,1,824,550
59,1,815,546
60,1,811,536
61,1,825,528
62,1,832,528
63,1,838,527
64,1,847,534
65,1,838,538
66,1,831,539
67,1,825,539
0,2,760,489
1,2,760,506
2,2,762,523
3,2,765,539
4,2,772,554
5,2,783,565
6,2,796,573
7,2,811,578
8,2,829,580
9,2,845,577
10,2,859,570
11,2,869,559
12,2,877,547
13,2,882,532
14,2,884,516
15,2,885,501
16,2,885,485
17,2,774,464
18,2,782,453
19,2,794,447
20,2,807,448
21,2,819,452
22,2,836,452
23,2,847,447
24,2,859,447
25,2,870,452
26,2,876,463
27,2,828,464
28,2,829,472
29,2,829,480
30,2,830,488
31,2,815,501
32,2,822,503
33,2,830,504
34,2,836,502
35,2,843,500
36,2,790,471
37,2,796,467
38,2,803,466
39,2,810,470
40,2,803,470
41,2,797,471
42,2,845,469
43,2,852,466
44,2,859,467
45,2,864,471
46,2,858,471
47,2,851,470
48,2,806,534
49,2,814,522
50,2,824,516
51,2,830,517
52,2,837,515
53,2,845,521
54,2,851,533
55,2,846,542
56,2,838,546
57,2,830,547
58,2,823,547
59,2,814,543
60,2,810,533
61,2,824,525
62,2,830,524
63,2,837,524
64,2,847,532
65,2,837,535
66,2,830,536
67,2,824,536
0,3,760,488
1,3,761,506
2,3,763,523
3,3,766,539
4,3,773,553
5,3,783,564
6,3,796,573
7,3,811,578
8,3,828,580
9,3,844,577
10,3,858,570
11,3,868,560
12,3,876,548
13,3,881,533
14,3,883,517
15,3,885,501
16,3,885,486
17,3,775,463
18,3,782,452
19,3,793,446
20,3,806,446
21,3,818,450
22,3,839,450
23,3,850,447
24,3,862,447
