,frame,x,y
0,1,68,193
1,1,66,207
2,1,67,221
3,1,70,236
4,1,74,250
5,1,79,263
6,1,87,275
7,1,96,282
8,1,109,285
9,1,123,282
10,1,138,275
11,1,150,266
12,1,159,254
13,1,165,240
14,1,168,223
15,1,168,205
16,1,167,187
17,1,72,165
18,1,74,157
19,1,80,154
20,1,88,153
21,1,95,156
22,1,112,151
23,1,121,146
24,1,132,145
25,1,143,149
26,1,149,159
27,1,103,169
28,1,102,177
29,1,101,184
30,1,99,192
31,1,94,207
32,1,98,209
33,1,103,210
34,1,108,208
35,1,113,206
36,1,79,178
37,1,84,173
38,1,90,172
39,1,95,175
40,1,90,178
41,1,84,179
42,1,120,173
43,1,126,167
44,1,132,167
45,1,137,172
46,1,132,174
47,1,126,174
48,1,92,240
49,1,94,229
50,1,99,224
51,1,104,225
52,1,108,223
53,1,117,228
54,1,125,239
55,1,119,247
56,1,111,250
57,1,106,250
58,1,101,250
59,1,96,247
60,1,95,239
61,1,100,232
62,1,104,231
63,1,109,231
64,1,122,238
65,1,110,240
66,1,105,241
67,1,101,240
0,2,68,192
1,2,66,206
2,2,67,221
3,2,70,236
4,2,74,250
5,2,80,264
6,2,87,276
7,2,97,283
8,2,110,286
9,2,124,282
10,2,139,274
11,2,151,264
12,2,160,252
13,2,166,237
14,2,167,221
15,2,168,203
16,2,167,186
17,2,72,164
18,2,74,157
19,2,80,153
20,2,88,152
21,2,95,155
22,2,112,152
23,2,121,146
24,2,132,146
25,2,142,150
26,2,148,159
27,2,102,169
28,2,101,177
29,2,101,185
30,2,100,193
31,2,94,207
32,2,98,209
33,2,102,210
34,2,108,208
35,2,113,206
36,2,80,178
37,2,84,173
38,2,90,172
39,2,95,176
40,2,90,178
41,2,84,179
42,2,119,174
43,2,124,169
44,2,131,168
45,2,136,173
46,2,131,175
47,2,124,175
48,2,92,240
49,2,94,230
50,2,100,224
51,2,104,225
52,2,109,224
53,2,117,228
54,2,125,238
55,2,119,246
56,2,112,249
57,2,107,250
58,2,102,250
59,2,96,247
60,2,96,239
61,2,101,232
62,2,105,231
63,2,109,231
64,2,122,237
65,2,111,241
66,2,106,241
67,2,101,241
0,3,65,193
1,3,64,207
2,3,65,222
3,3,69,236
4,3,73,250
5,3,79,263
6,3,86,274
7,3,96,283
8,3,109,285
9,3,124,282
10,3,138,274
11,3,150,264
12,3,158,252
13,3,164,237
14,3,166,220
15,3,166,202
16,3,166,184
17,3,69,166
18,3,71,158
19,3,78,153
20,3,86,152
21,3,93,156
22,3,108,152
23,3,117,145
24,3,129,144
25,3,141,147
26,3,148,157
27,3,101,169
28,3,100,178
29,3,100,186
30,3,99,195
31,3,93,209
32,3,97,210
33,3,102,210
34,3,107,208
35,3,113,207
36,3,77,180
37,3,81,175
38,3,87,174
39,3,93,177
40,3,87,179
41,3,81,181
42,3,117,173
43,3,122,168
44,3,129,168
45,3,135,171
46,3,130,173
47,3,123,174
48,3,91,241
49,3,93,230
50,3,99,225
51,3,102,226
52,3,107,225
53,3,115,228
54,3,123,237
55,3,117,244
56,3,110,247
57,3,104,248
58,3,100,248
59,3,95,246
60,3,94,239
61,3,99,232
62,3,103,232
63,3,108,231
64,3,119,236
65,3,108,238
66,3,104,239
67,3,100,239
0,4,64,192
1,4,63,206
2,4,64,221
3,4,68,235
4,4,72,249
5,4,78,262
6,4,85,274
7,4,95,283
8,4,108,285
9,4,123,282
10,4,138,274
11,4,150,263
12,4,159,251
13,4,165,235
14,4,167,218
15,4,167,199
16,4,165,182
17,4,69,165
18,4,71,157
19,4,78,154
20,4,86,154
21,4,92,157
22,4,105,155
23,4,114,148
24,4,125,145
25,4,137,147
26,4,145,155
27,4,100,170
28,4,99,178
29,4,99,186
30,4,98,195
31,4,93,208
32,4,97,209
33,4,101,210
34,4,106,208
35,4,111,206
36,4,76,179
37,4,79,174
38,4,85,173
39,4,91,176
40,4,86,179
41,4,80,180
42,4,116,173
43,4,121,167
44,4,128,167
45,4,134,170
46,4,129,173
47,4,122,173
48,4,89,241
49,4,92,231
50,4,98,225
51,4,102,226
52,4,107,224
53,4,115,228
54,4,123,236
55,4,117,245
56,4,110,248
57,4,105,250
58,4,100,250
59,4,94,248
60,4,92,240
61,4,99,232
62,4,103,232
63,4,107,231
64,4,119,236
65,4,108,239
66,4,104,240
67,4,100,240
0,5,64,194
1,5,64,208
2,5,65,224
3,5,69,238
4,5,73,252
5,5,79,264
6,5,86,276
7,5,96,284
8,5,110,285
9,5,124,282
10,5,138,274
11,5,150,263
12,5,158,251
13,5,164,235
14,5,166,219
15,5,167,201
16,5,166,184
17,5,68,166
18,5,71,158
19,5,78,154
20,5,86,154
21,5,93,158
22,5,105,154
23,5,115,147
24,5,127,145
25,5,139,147
26,5,148,156
27,5,100,170
28,5,100,178
29,5,99,185
30,5,98,194
31,5,93,208
32,5,97,209
33,5,101,209
34,5,106,208
35,5,112,206
36,5,76,180
37,5,79,174
38,5,85,173
39,5,92,177
40,5,86,179
41,5,80,181
42,5,116,172
43,5,122,167
44,5,129,167
45,5,134,170
46,5,129,172
47,5,122,173
48,5,90,241
49,5,93,230
50,5,98,225
51,5,102,225
52,5,107,224
53,5,115,227
54,5,123,236
55,5,117,243
56,5,110,247
57,5,105,248
58,5,100,248
59,5,94,247
60,5,93,239
61,5,99,232
62,5,103,231
63,5,108,231
64,5,119,235
65,5,109,237
66,5,104,238
67,5,100,238
0,6,65,195
1,6,64,209
2,6,65,224
3,6,69,238
4,6,74,251
5,6,79,264
6,6,86,275
7,6,96,282
8,6,109,284
9,6,124,281
10,6,138,274
11,6,150,264
12,6,158,252
13,6,164,237
14,6,166,220
15,6,166,202
16,6,165,185
17,6,68,166
18,6,71,158
19,6,78,154
20,6,86,153
21,6,93,156
22,6,106,153
23,6,117,147
24,6,128,145
25,6,140,148
26,6,147,158
27,6,100,170
28,6,100,178
29,6,99,185
30,6,99,194
31,6,93,208
32,6,97,209
33,6,102,209
34,6,107,208
35,6,112,206
36,6,76,180
37,6,79,174
38,6,86,174
39,6,92,177
40,6,86,179
41,6,80,181
42,6,117,173
43,6,122,168
44,6,129,168
45,6,134,171
46,6,129,174
47,6,123,174
48,6,90,241
49,6,93,230
50,6,99,225
51,6,103,225
52,6,107,224
53,6,115,227
54,6,123,235
55,6,117,243
56,6,111,247
57,6,105,248
58,6,101,249
59,6,95,247
60,6,94,239
61,6,100,232
62,6,103,231
63,6,108,231
64,6,119,235
65,6,109,238
66,6,104,239
67,6,100,239
0,7,66,191
1,7,64,206
2,7,65,220
3,7,68,235
4,7,72,249
5,7,78,262
6,7,86,273
7,7,95,282
8,7,109,284
9,7,124,281
10,7,138,273
11,7,150,263
12,7,159,251
13,7,165,237
14,7,168,221
15,7,168,204
16,7,168,187
17,7,70,165
18,7,72,157
19,7,79,153
20,7,86,153
21,7,93,156
22,7,108,152
23,7,118,146
24,7,129,146
25,7,140,150
26,7,146,160
27,7,101,170
28,7,101,178
29,7,100,186
30,7,99,194
31,7,93,208
32,7,97,209
33,7,101,209
34,7,106,208
35,7,111,207
36,7,78,178
37,7,82,174
38,7,87,173
39,7,93,176
40,7,88,178
41,7,82,179
42,7,117,174
43,7,122,168
44,7,129,168
45,7,134,173
46,7,129,175
47,7,122,175
48,7,89,240
49,7,92,230
50,7,98,225
51,7,101,226
52,7,106,224
53,7,114,228
54,7,122,236
55,7,116,244
56,7,108,248
57,7,103,249
58,7,99,249
59,7,94,247
60,7,92,239
61,7,99,233
62,7,102,232
63,7,106,232
64,7,118,236
65,7,107,237
66,7,103,238
67,7,99,238
0,8,65,196
1,8,64,209
2,8,65,222
3,8,68,235
4,8,72,248
5,8,77,260
6,8,84,270
7,8,94,278
8,8,107,280
9,8,123,278
10,8,137,271
11,8,150,262
12,8,159,250
13,8,165,236
14,8,166,220
15,8,167,203
16,8,166,188
17,8,67,181
18,8,70,174
19,8,77,171
20,8,85,171
21,8,94,172
22,8,103,168
23,8,113,164
24,8,125,163
25,8,136,164
26,8,145,170
27,8,98,180
28,8,97,185
29,8,96,190
30,8,95,196
31,8,91,211
32,8,95,211
33,8,99,211
34,8,105,210
35,8,110,209
36,8,75,188
37,8,79,184
38,8,85,183
39,8,91,185
40,8,86,188
41,8,80,189
42,8,116,181
43,8,121,177
44,8,128,177
45,8,134,180
46,8,129,182
47,8,122,183
48,8,88,242
49,8,90,231
50,8,96,226
51,8,100,227
52,8,105,225
53,8,114,229
54,8,123,238
55,8,116,245
56,8,108,248
57,8,102,249
58,8,98,249
59,8,92,247
60,8,91,240
61,8,97,233
62,8,101,233
63,8,106,232
64,8,119,237
65,8,107,239
66,8,102,240
67,8,97,240
0,9,65,195
1,9,64,208
2,9,65,221
3,9,67,235
4,9,71,248
5,9,75,260
6,9,82,271
7,9,92,279
8,9,105,281
9,9,121,279
10,9,136,272
11,9,149,264
12,9,159,252
13,9,164,238
14,9,166,222
15,9,167,205
16,9,167,188
17,9,67,179
18,9,70,171
19,9,77,168
20,9,86,167
21,9,94,168
22,9,104,165
23,9,115,161
24,9,126,159
25,9,138,161
26,9,147,169
27,9,99,177
28,9,97,183
29,9,96,189
30,9,95,196
31,9,91,211
32,9,95,211
33,9,99,211
34,9,104,210
35,9,110,209
36,9,74,186
37,9,78,180
38,9,85,179
39,9,91,183
40,9,85,185
41,9,79,187
42,9,116,179
43,9,121,173
44,9,129,173
45,9,135,177
46,9,129,180
47,9,122,180
48,9,87,242
49,9,89,232
50,9,95,226
51,9,99,227
52,9,104,225
53,9,112,228
54,9,121,236
55,9,114,244
56,9,107,247
57,9,102,248
58,9,97,249
59,9,91,247
60,9,90,240
61,9,96,233
62,9,100,232
63,9,105,232
64,9,117,236
65,9,106,239
66,9,101,240
67,9,97,240
0,10,64,195
1,10,63,208
2,10,64,222
3,10,67,235
4,10,71,247
5,10,76,259
6,10,84,270
7,10,93,278
8,10,106,280
9,10,122,277
10,10,136,271
11,10,149,262
12,10,159,251
13,10,164,238
14,10,166,221
15,10,167,204
16,10,167,188
17,10,67,178
18,10,70,171
19,10,78,168
20,10,86,168
21,10,95,169
22,10,104,165
23,10,114,161
24,10,126,160
25,10,137,162
26,10,146,169
27,10,99,178
28,10,98,184
29,10,97,190
30,10,96,196
31,10,91,211
32,10,95,212
33,10,99,212
34,10,105,211
35,10,110,209
36,10,75,186
37,10,79,181
38,10,85,180
39,10,92,184
40,10,86,186
41,10,79,187
42,10,116,180
43,10,121,174
44,10,128,173
45,10,135,177
46,10,129,180
47,10,122,180
48,10,87,241
49,10,89,231
50,10,96,225
51,10,100,226
52,10,105,224
53,10,114,228
54,10,123,237
55,10,116,245
56,10,108,248
57,10,102,249
58,10,98,249
59,10,91,247
60,10,91,240
61,10,97,232
62,10,101,232
63,10,106,231
64,10,118,236
65,10,107,239
66,10,101,240
67,10,97,240
0,11,65,193
1,11,64,207
2,11,65,221
3,11,68,235
4,11,73,249
5,11,78,261
6,11,86,273
7,11,95,281
8,11,108,284
9,11,123,281
10,11,137,273
11,11,149,263
12,11,158,251
13,11,165,237
14,11,167,220
15,11,167,202
16,11,165,184
