,frame,x,y
0,1,133,125
1,1,132,137
2,1,132,150
3,1,132,163
4,1,133,174
5,1,138,184
6,1,146,191
7,1,155,196
8,1,166,198
9,1,179,198
10,1,192,195
11,1,205,190
12,1,214,181
13,1,221,169
14,1,224,156
15,1,225,142
16,1,226,128
17,1,138,107
18,1,142,101
19,1,150,98
20,1,158,99
21,1,165,103
22,1,175,102
23,1,184,98
24,1,194,97
25,1,203,100
26,1,210,107
27,1,168,112
28,1,167,120
29,1,166,127
30,1,165,135
31,1,159,145
32,1,163,146
33,1,166,147
34,1,171,147
35,1,176,145
36,1,144,115
37,1,148,110
38,1,154,109
39,1,160,115
40,1,154,116
41,1,148,116
42,1,183,115
43,1,189,109
44,1,195,109
45,1,200,114
46,1,195,116
47,1,189,116
48,1,154,167
49,1,158,160
50,1,163,157
51,1,167,158
52,1,170,158
53,1,176,162
54,1,183,169
55,1,175,170
56,1,169,169
57,1,166,169
58,1,162,168
59,1,158,168
60,1,157,166
61,1,163,162
62,1,166,163
63,1,170,163
64,1,179,168
65,1,169,163
66,1,166,163
67,1,163,163
0,2,131,120
1,2,130,133
2,2,131,146
3,2,131,160
4,2,133,172
5,2,138,183
6,2,146,191
7,2,155,196
8,2,166,199
9,2,179,198
10,2,193,194
11,2,205,188
12,2,214,179
13,2,221,167
14,2,224,153
15,2,226,139
16,2,226,124
17,2,137,105
18,2,142,98
19,2,149,96
20,2,157,97
21,2,164,101
22,2,177,101
23,2,185,97
24,2,195,96
25,2,205,98
26,2,212,105
27,2,169,110
28,2,168,119
29,2,167,127
30,2,166,136
31,2,159,145
32,2,163,146
33,2,167,148
34,2,172,147
35,2,177,145
36,2,144,111
37,2,148,106
38,2,154,106
39,2,160,112
40,2,154,113
41,2,148,113
42,2,184,112
43,2,189,106
44,2,196,106
45,2,201,111
46,2,196,113
47,2,190,113
48,2,154,166
49,2,158,160
50,2,163,157
51,2,167,159
52,2,170,158
53,2,177,162
54,2,183,168
55,2,176,169
56,2,170,169
57,2,166,169
58,2,162,169
59,2,158,168
60,2,157,165
61,2,163,162
62,2,167,163
63,2,170,163
64,2,180,167
65,2,170,164
66,2,166,163
67,2,163,163
0,3,134,121
1,3,133,134
2,3,133,147
3,3,133,160
4,3,135,172
5,3,139,182
6,3,147,189
7,3,156,195
8,3,167,197
9,3,180,197
10,3,193,194
11,3,205,188
12,3,215,179
13,3,221,167
14,3,225,154
15,3,226,140
16,3,227,126
17,3,138,106
18,3,143,100
19,3,151,97
20,3,159,99
21,3,166,103
22,3,177,102
23,3,186,98
24,3,196,97
25,3,206,99
26,3,213,107
27,3,170,111
28,3,169,119
29,3,168,128
30,3,166,136
31,3,160,145
32,3,164,146
33,3,168,148
34,3,172,147
35,3,177,145
36,3,145,112
37,3,149,107
38,3,155,107
39,3,161,113
40,3,155,114
41,3,149,114
42,3,185,113
43,3,190,106
44,3,197,107
45,3,202,112
46,3,197,114
47,3,191,114
48,3,155,166
49,3,159,160
50,3,164,157
51,3,168,158
52,3,171,158
53,3,177,162
54,3,184,168
55,3,176,169
56,3,171,169
57,3,167,169
58,3,163,169
59,3,159,168
60,3,158,165
61,3,164,162
62,3,167,162
63,3,171,163
64,3,181,167
65,3,170,164
66,3,167,163
67,3,164,163
0,4,136,126
1,4,135,138
2,4,134,150
3,4,134,162
4,4,136,173
5,4,140,183
6,4,148,190
7,4,157,195
8,4,168,197
9,4,180,197
10,4,193,194
11,4,204,188
12,4,213,180
13,4,219,169
14,4,222,157
15,4,224,143
16,4,225,131
17,4,141,108
18,4,145,101
19,4,153,98
20,4,161,99
21,4,167,103
22,4,177,103
23,4,186,99
24,4,195,98
25,4,204,102
26,4,210,110
27,4,171,112
28,4,170,119
29,4,169,126
30,4,168,134
31,4,161,143
32,4,165,145
33,4,169,146
34,4,173,146
35,4,178,144
36,4,147,115
37,4,151,111
38,4,156,112
39,4,161,116
40,4,156,117
41,4,151,117
42,4,185,116
43,4,190,112
44,4,196,112
45,4,201,116
46,4,196,118
47,4,190,118
48,4,156,165
49,4,160,159
50,4,165,156
51,4,168,157
52,4,172,156
53,4,177,161
54,4,183,168
55,4,176,168
56,4,171,168
57,4,167,167
58,4,163,167
