,frame,x,y
0,1,217,237
1,1,216,246
2,1,217,256
3,1,218,266
4,1,221,274
5,1,226,282
6,1,232,288
7,1,240,291
8,1,251,291
9,1,262,290
10,1,272,287
11,1,281,281
12,1,288,273
13,1,292,262
14,1,293,250
15,1,293,238
16,1,292,226
17,1,221,220
18,1,223,215
19,1,228,213
20,1,234,212
21,1,240,214
22,1,254,211
23,1,259,207
24,1,266,205
25,1,273,206
26,1,279,210
27,1,247,222
28,1,247,229
29,1,246,236
30,1,246,243
31,1,239,250
32,1,243,251
33,1,247,252
34,1,252,251
35,1,257,249
36,1,227,226
37,1,230,223
38,1,235,222
39,1,239,225
40,1,235,226
41,1,231,227
42,1,258,222
43,1,262,217
44,1,267,217
45,1,271,219
46,1,268,221
47,1,263,222
48,1,235,267
49,1,238,262
50,1,243,260
51,1,247,261
52,1,252,259
53,1,258,261
54,1,265,265
55,1,260,269
56,1,254,271
57,1,248,272
58,1,244,272
59,1,239,270
60,1,237,266
61,1,243,264
62,1,248,264
63,1,253,263
64,1,262,264
65,1,253,265
66,1,248,266
67,1,243,266
0,2,218,236
1,2,217,246
2,2,218,257
3,2,220,267
4,2,223,277
5,2,228,285
6,2,235,290
7,2,245,292
8,2,256,292
9,2,267,291
10,2,278,288
11,2,286,281
12,2,292,272
13,2,296,261
14,2,297,249
15,2,297,238
16,2,296,226
17,2,222,218
18,2,225,212
19,2,231,209
20,2,238,208
21,2,244,209
22,2,258,207
23,2,264,203
24,2,272,202
25,2,279,203
26,2,284,208
27,2,251,218
28,2,251,226
29,2,251,233
30,2,250,241
31,2,244,250
32,2,248,250
33,2,252,251
34,2,256,249
35,2,260,248
36,2,229,224
37,2,233,220
38,2,238,219
39,2,242,223
40,2,238,224
41,2,233,225
42,2,263,220
43,2,267,215
44,2,272,214
45,2,276,217
46,2,273,219
47,2,268,220
48,2,240,272
49,2,243,266
50,2,248,262
51,2,252,263
52,2,256,261
53,2,262,263
54,2,268,268
55,2,264,273
56,2,258,275
57,2,254,275
58,2,249,276
59,2,244,275
60,2,242,271
61,2,249,266
62,2,252,266
63,2,257,265
64,2,266,268
65,2,257,270
66,2,253,270
67,2,249,271
0,3,220,236
1,3,219,247
2,3,220,259
3,3,221,270
4,3,225,280
5,3,230,287
6,3,240,291
7,3,251,292
8,3,263,291
9,3,274,290
10,3,285,288
11,3,294,284
12,3,299,275
13,3,301,265
14,3,302,254
15,3,302,243
16,3,301,232
17,3,230,211
18,3,233,205
19,3,240,201
20,3,248,202
21,3,254,204
22,3,267,203
23,3,273,200
24,3,280,199
25,3,287,202
26,3,291,208
27,3,261,216
28,3,261,224
29,3,262,233
30,3,262,241
31,3,254,251
32,3,258,252
33,3,262,253
34,3,266,251
35,3,270,250
36,3,237,220
37,3,241,216
38,3,246,216
39,3,250,220
40,3,246,221
41,3,241,221
42,3,272,219
43,3,276,215
44,3,281,215
45,3,284,218
46,3,281,219
47,3,277,219
48,3,247,274
49,3,252,268
50,3,258,265
51,3,261,266
52,3,266,265
53,3,272,268
54,3,276,274
55,3,272,275
56,3,266,275
57,3,262,276
58,3,258,276
59,3,252,276
60,3,249,274
61,3,258,270
62,3,262,270
63,3,266,270
64,3,274,273
65,3,266,270
66,3,262,271
67,3,258,271
0,4,221,232
1,4,221,244
2,4,222,257
3,4,224,270
4,4,229,280
5,4,237,287
6,4,248,292
7,4,260,293
8,4,272,293
9,4,283,292
10,4,292,289
11,4,298,283
12,4,301,273
13,4,302,262
14,4,303,251
15,4,302,240
16,4,300,229
17,4,238,209
18,4,243,203
19,4,250,201
20,4,258,201
21,4,265,204
22,4,277,205
23,4,282,202
24,4,288,201
25,4,293,203
26,4,296,208
27,4,272,217
28,4,273,226
29,4,274,234
30,4,275,243
31,4,265,251
32,4,269,253
33,4,273,255
34,4,277,254
35,4,280,252
36,4,247,219
37,4,251,216
38,4,256,216
39,4,259,220
40,4,255,221
41,4,251,221
42,4,281,220
43,4,285,217
44,4,289,217
45,4,291,220
46,4,289,221
47,4,285,221
48,4,257,275
49,4,263,270
50,4,269,268
51,4,272,269
52,4,276,268
53,4,281,270
54,4,284,276
55,4,280,277
56,4,276,277
57,4,272,277
58,4,268,277
59,4,263,277
60,4,259,275
61,4,269,272
62,4,272,272
63,4,276,272
64,4,282,275
65,4,276,272
66,4,272,272
67,4,268,273
0,5,225,226
1,5,226,236
2,5,227,246
3,5,230,256
4,5,236,263
5,5,244,269
6,5,254,271
7,5,264,273
8,5,274,273
9,5,282,271
10,5,289,268
11,5,296,264
12,5,300,257
13,5,303,250
14,5,303,242
15,5,303,233
16,5,302,225
17,5,242,208
18,5,248,203
19,5,255,200
20,5,263,201
21,5,270,204
22,5,281,205
23,5,286,202
24,5,291,202
25,5,296,204
26,5,298,209
27,5,276,215
28,5,276,220
29,5,277,225
30,5,278,231
31,5,270,239
32,5,273,239
33,5,277,240
34,5,279,239
35,5,282,239
36,5,251,217
37,5,256,215
38,5,261,215
39,5,264,218
40,5,260,218
41,5,256,218
42,5,283,219
43,5,287,216
44,5,291,216
45,5,294,219
46,5,291,220
47,5,287,220
48,5,263,251
49,5,269,248
50,5,274,247
51,5,277,248
52,5,280,247
53,5,283,249
54,5,286,251
55,5,283,254
56,5,279,255
57,5,276,255
58,5,273,255
59,5,268,254
60,5,264,251
61,5,274,249
62,5,277,250
63,5,280,250
64,5,285,251
65,5,279,252
66,5,276,252
67,5,274,252
0,6,221,230
1,6,221,243
2,6,222,256
3,6,225,268
4,6,232,279
5,6,242,287
6,6,254,291
7,6,267,292
8,6,279,292
9,6,290,291
10,6,296,286
11,6,300,278
12,6,303,269
13,6,305,259
14,6,306,250
15,6,305,240
16,6,304,231
17,6,244,210
18,6,251,203
19,6,259,200
20,6,268,200
21,6,276,204
22,6,286,206
23,6,290,203
24,6,295,203
25,6,299,205
26,6,301,210
27,6,282,219
28,6,284,227
29,6,286,236
30,6,287,244
31,6,273,252
32,6,279,253
33,6,284,255
34,6,288,253
35,6,291,252
36,6,253,219
37,6,259,216
38,6,264,216
39,6,267,220
40,6,263,221
41,6,258,221
42,6,287,221
43,6,292,218
44,6,296,219
45,6,298,222
46,6,296,223
47,6,292,222
48,6,262,268
49,6,270,264
50,6,278,263
51,6,282,264
52,6,287,263
53,6,290,266
54,6,292,269
55,6,289,272
56,6,285,274
57,6,281,274
58,6,276,274
59,6,269,272
60,6,264,268
61,6,278,268
62,6,282,268
63,6,286,268
64,6,290,269
65,6,286,268
66,6,281,268
67,6,277,268
0,7,220,227
1,7,220,239
2,7,222,251
3,7,225,262
4,7,231,273
5,7,241,281
6,7,252,286
7,7,266,290
8,7,277,290
9,7,287,288
10,7,293,283
11,7,298,275
12,7,303,267
13,7,305,257
14,7,307,248
15,7,306,239
16,7,305,230
17,7,240,214
18,7,246,208
19,7,255,205
20,7,264,205
21,7,272,209
22,7,287,209
23,7,293,206
24,7,298,206
25,7,303,208
26,7,304,213
27,7,280,219
28,7,281,226
29,7,283,233
