,frame,x,y
0,1,140,144
1,1,138,155
2,1,137,165
3,1,137,176
4,1,140,185
5,1,146,193
6,1,154,198
7,1,162,202
8,1,173,204
9,1,183,204
10,1,194,202
11,1,205,198
12,1,214,192
13,1,221,182
14,1,224,171
15,1,226,159
16,1,227,148
17,1,148,121
18,1,152,114
19,1,159,112
20,1,166,112
21,1,173,116
22,1,184,116
23,1,192,114
24,1,200,115
25,1,207,118
26,1,212,126
27,1,177,127
28,1,177,132
29,1,176,137
30,1,175,142
31,1,168,152
32,1,171,154
33,1,175,155
34,1,179,155
35,1,183,154
36,1,156,130
37,1,160,127
38,1,164,127
39,1,168,130
40,1,164,130
41,1,160,131
42,1,188,132
43,1,194,130
44,1,198,132
45,1,202,135
46,1,197,135
47,1,193,134
48,1,163,173
49,1,166,167
50,1,171,164
51,1,174,165
52,1,177,165
53,1,182,170
54,1,187,178
55,1,181,177
56,1,176,176
57,1,172,175
58,1,169,175
59,1,165,174
60,1,165,172
61,1,171,168
62,1,173,169
63,1,177,169
64,1,184,176
65,1,176,171
66,1,173,170
67,1,170,170
0,2,139,142
1,2,138,153
2,2,137,164
3,2,137,175
4,2,140,185
5,2,146,192
6,2,153,198
7,2,162,203
8,2,172,205
9,2,184,204
10,2,195,202
11,2,206,197
12,2,214,190
13,2,221,181
14,2,224,170
15,2,226,158
16,2,227,147
17,2,148,119
18,2,152,111
19,2,159,108
20,2,166,108
21,2,173,112
22,2,184,113
23,2,192,110
24,2,201,111
25,2,209,115
26,2,213,123
27,2,178,125
28,2,177,131
29,2,176,136
30,2,175,141
31,2,167,152
32,2,171,153
33,2,174,154
34,2,179,154
35,2,183,154
36,2,156,129
37,2,159,127
38,2,164,127
39,2,168,129
40,2,164,130
41,2,159,130
42,2,189,131
43,2,194,130
44,2,198,131
45,2,202,134
46,2,198,134
47,2,193,133
48,2,162,173
49,2,166,166
50,2,171,163
51,2,173,164
52,2,176,164
53,2,181,169
54,2,186,177
55,2,180,178
56,2,175,177
57,2,172,176
58,2,169,176
59,2,165,175
60,2,165,172
61,2,170,168
62,2,173,169
63,2,176,169
64,2,183,176
65,2,175,171
66,2,172,171
67,2,170,170
0,3,139,142
1,3,137,153
2,3,136,165
3,3,137,176
4,3,140,185
5,3,145,193
6,3,153,198
7,3,162,203
8,3,172,204
9,3,183,204
10,3,195,202
11,3,206,198
12,3,215,191
13,3,221,181
14,3,224,170
15,3,226,159
16,3,227,147
17,3,148,119
18,3,151,111
19,3,158,108
20,3,166,108
21,3,173,112
22,3,184,113
23,3,192,110
24,3,201,110
25,3,209,114
26,3,213,123
27,3,178,125
28,3,177,131
29,3,176,136
30,3,175,142
31,3,167,152
32,3,171,153
33,3,174,155
34,3,179,154
35,3,183,154
36,3,155,130
37,3,159,127
38,3,163,127
39,3,168,129
40,3,163,130
41,3,159,130
42,3,189,131
43,3,194,130
44,3,199,131
45,3,203,134
46,3,198,134
47,3,194,133
48,3,162,174
49,3,166,167
50,3,170,163
51,3,173,165
52,3,176,164
53,3,181,169
54,3,186,177
55,3,180,177
56,3,175,177
57,3,172,177
58,3,169,176
59,3,165,175
60,3,164,172
61,3,170,169
62,3,173,169
63,3,176,170
64,3,183,175
65,3,175,171
66,3,172,171
67,3,169,170
0,4,140,123
1,4,138,137
2,4,139,150
3,4,139,164
4,4,141,177
5,4,147,189
6,4,154,197
7,4,164,204
8,4,177,206
9,4,190,204
10,4,202,199
