,frame,x,y
0,1,124,150
1,1,123,166
2,1,123,181
3,1,125,195
4,1,128,210
5,1,134,223
6,1,142,233
7,1,153,239
8,1,167,241
9,1,180,239
10,1,194,234
11,1,207,226
12,1,217,215
13,1,224,201
14,1,227,185
15,1,228,169
16,1,228,152
17,1,131,127
18,1,134,117
19,1,142,111
20,1,151,110
21,1,160,114
22,1,176,111
23,1,186,108
24,1,197,108
25,1,206,114
26,1,211,125
27,1,167,132
28,1,167,140
29,1,166,149
30,1,165,157
31,1,158,171
32,1,162,172
33,1,166,173
34,1,170,172
35,1,175,171
36,1,140,140
37,1,144,137
38,1,149,136
39,1,155,138
40,1,150,139
41,1,144,140
42,1,183,137
43,1,188,135
44,1,194,136
45,1,198,138
46,1,193,139
47,1,188,138
48,1,152,202
49,1,155,194
50,1,161,190
51,1,165,191
52,1,169,190
53,1,176,194
54,1,182,202
55,1,176,207
56,1,170,208
57,1,165,209
58,1,160,208
59,1,155,207
60,1,155,201
61,1,161,197
62,1,165,197
63,1,169,197
64,1,178,201
65,1,169,200
66,1,165,201
67,1,161,200
0,2,125,149
1,2,123,165
2,2,123,180
3,2,125,195
4,2,128,210
5,2,134,223
6,2,142,233
7,2,153,239
8,2,166,242
9,2,180,240
10,2,194,235
11,2,207,226
12,2,217,215
13,2,224,202
14,2,227,186
15,2,228,170
16,2,229,153
17,2,132,125
18,2,135,116
19,2,143,111
20,2,152,110
21,2,160,114
22,2,177,112
23,2,186,108
24,2,197,108
25,2,207,113
26,2,211,124
27,2,168,132
28,2,167,140
29,2,167,149
30,2,166,158
31,2,158,171
32,2,162,172
33,2,166,173
34,2,171,173
35,2,175,172
36,2,140,139
37,2,145,136
38,2,150,136
39,2,155,137
40,2,150,139
41,2,145,140
42,2,183,137
43,2,189,135
44,2,194,135
45,2,199,138
46,2,194,139
47,2,189,138
48,2,152,202
49,2,155,193
50,2,161,189
51,2,165,190
52,2,170,189
53,2,176,194
54,2,182,203
55,2,176,208
56,2,170,209
57,2,165,210
58,2,161,209
59,2,155,207
60,2,155,201
61,2,161,196
62,2,165,196
63,2,170,196
64,2,179,202
65,2,170,201
66,2,165,201
67,2,161,201
0,3,125,148
1,3,123,163
2,3,123,178
3,3,125,193
4,3,128,208
5,3,134,221
6,3,142,231
7,3,153,238
8,3,167,241
9,3,181,239
10,3,195,234
11,3,207,226
12,3,218,215
13,3,225,202
14,3,228,186
15,3,229,169
16,3,230,152
17,3,132,123
18,3,136,114
19,3,144,109
20,3,153,108
21,3,161,112
22,3,178,110
23,3,187,106
24,3,198,107
25,3,207,112
26,3,212,123
27,3,169,130
28,3,168,139
29,3,167,148
30,3,166,157
31,3,159,170
32,3,163,171
33,3,167,172
34,3,172,172
35,3,176,171
36,3,141,136
37,3,145,133
38,3,151,133
39,3,156,135
40,3,151,136
41,3,145,137
42,3,185,135
43,3,190,132
44,3,195,133
45,3,200,136
46,3,195,137
47,3,190,136
48,3,152,201
49,3,156,192
50,3,162,187
51,3,165,189
52,3,170,188
53,3,177,193
54,3,183,202
55,3,177,206
56,3,171,208
57,3,165,208
58,3,161,208
59,3,156,206
60,3,155,200
61,3,162,195
62,3,166,195
