,frame,x,y
0,1,50,183
1,1,51,193
2,1,53,204
3,1,56,214
4,1,60,224
5,1,63,233
6,1,69,242
7,1,77,247
8,1,87,248
9,1,97,246
10,1,108,241
11,1,117,234
12,1,126,225
13,1,132,214
14,1,135,202
15,1,135,189
16,1,134,176
17,1,53,167
18,1,55,161
19,1,60,158
20,1,66,157
21,1,72,160
22,1,83,157
23,1,89,152
24,1,98,151
25,1,106,153
26,1,112,159
27,1,77,169
28,1,77,175
29,1,76,181
30,1,75,188
31,1,72,198
32,1,75,199
33,1,79,199
34,1,83,198
35,1,87,196
36,1,60,175
37,1,63,172
38,1,67,171
39,1,71,173
40,1,68,175
41,1,63,176
42,1,91,171
43,1,95,168
44,1,100,168
45,1,105,170
46,1,100,172
47,1,96,172
48,1,71,222
49,1,72,214
50,1,76,211
51,1,79,211
52,1,82,210
53,1,88,212
54,1,95,219
55,1,90,223
56,1,85,224
57,1,81,225
58,1,78,226
59,1,74,225
60,1,74,220
61,1,77,216
62,1,80,215
63,1,83,215
64,1,92,218
65,1,84,218
66,1,80,219
67,1,78,219
0,2,51,187
1,2,51,196
2,2,53,207
3,2,57,216
4,2,61,226
5,2,65,235
6,2,70,243
7,2,77,248
8,2,87,248
9,2,98,246
10,2,108,241
11,2,117,234
12,2,125,226
13,2,130,216
14,2,134,204
15,2,134,191
16,2,133,179
17,2,54,168
18,2,56,162
19,2,61,158
20,2,67,157
21,2,73,160
22,2,84,157
23,2,90,152
24,2,98,150
25,2,106,153
26,2,111,159
27,2,78,170
28,2,78,175
29,2,78,181
30,2,77,187
31,2,74,198
32,2,77,199
33,2,80,199
34,2,84,198
35,2,88,196
36,2,61,177
37,2,63,173
38,2,68,172
39,2,72,174
40,2,68,176
41,2,64,177
42,2,92,172
43,2,95,168
44,2,100,168
45,2,104,170
46,2,100,172
47,2,96,172
48,2,73,222
49,2,74,215
50,2,78,211
51,2,81,211
52,2,84,209
53,2,89,212
54,2,96,218
55,2,91,221
56,2,86,223
57,2,83,224
58,2,80,224
59,2,76,225
60,2,75,221
61,2,79,216
62,2,81,215
63,2,85,215
64,2,93,218
65,2,85,217
66,2,82,218
67,2,79,218
0,3,58,184
1,3,58,193
2,3,58,203
3,3,60,212
4,3,63,222
5,3,66,231
6,3,70,239
7,3,77,244
8,3,86,246
9,3,97,245
10,3,107,240
11,3,116,233
12,3,123,224
13,3,128,214
14,3,131,203
15,3,132,191
16,3,132,179
17,3,60,169
18,3,61,163
19,3,66,160
20,3,71,159
21,3,76,162
22,3,87,160
23,3,93,156
24,3,101,156
25,3,108,158
26,3,113,163
27,3,81,171
28,3,81,176
29,3,80,181
30,3,79,187
31,3,76,196
32,3,78,197
33,3,81,198
34,3,85,197
35,3,89,195
36,3,65,177
37,3,68,173
38,3,72,173
39,3,76,175
40,3,72,177
41,3,68,177
42,3,93,173
43,3,97,170
44,3,101,170
45,3,106,172
46,3,101,173
47,3,97,174
48,3,73,218
49,3,74,211
50,3,78,208
51,3,82,208
52,3,85,207
53,3,91,210
54,3,97,216
55,3,92,221
56,3,86,222
57,3,83,223
58,3,79,223
59,3,75,222
60,3,75,217
61,3,79,213
62,3,82,212
63,3,85,212
64,3,94,216
65,3,86,217
66,3,82,217
67,3,79,218
0,4,57,182
1,4,57,192
2,4,58,202
3,4,60,212
4,4,63,222
5,4,66,232
6,4,71,240
7,4,79,246
8,4,88,247
9,4,99,246
10,4,110,241
11,4,121,235
12,4,130,227
13,4,136,216
14,4,140,204
15,4,141,192
16,4,141,179
17,4,59,167
18,4,61,162
19,4,66,159
20,4,72,158
21,4,78,161
22,4,90,160
23,4,97,156
24,4,106,155
25,4,114,158
26,4,121,164
27,4,83,170
28,4,82,175
29,4,81,181
30,4,80,187
31,4,76,197
32,4,79,198
33,4,83,198
34,4,87,197
35,4,91,196
36,4,65,174
37,4,68,171
38,4,73,170
39,4,78,173
40,4,73,175
41,4,68,175
42,4,97,172
43,4,102,169
44,4,107,169
45,4,112,172
46,4,107,173
47,4,102,173
48,4,74,218
49,4,76,212
50,4,80,209
51,4,83,209
52,4,86,208
53,4,92,211
54,4,99,217
55,4,94,220
56,4,88,221
57,4,85,222
58,4,81,222
59,4,77,222
60,4,77,217
61,4,81,214
62,4,84,213
63,4,87,213
