No,frame,x,y
0.0,5.0,24.0,218.0
1.0,5.0,23.0,229.0
2.0,5.0,23.0,241.0
3.0,5.0,25.0,252.0
4.0,5.0,26.0,264.0
5.0,5.0,28.0,275.0
6.0,5.0,34.0,284.0
7.0,5.0,42.0,288.0
8.0,5.0,52.0,289.0
9.0,5.0,64.0,289.0
10.0,5.0,76.0,287.0
11.0,5.0,87.0,281.0
12.0,5.0,95.0,271.0
13.0,5.0,101.0,260.0
14.0,5.0,105.0,247.0
15.0,5.0,106.0,233.0
16.0,5.0,107.0,218.0
17.0,5.0,27.0,197.0
18.0,5.0,29.0,190.0
19.0,5.0,34.0,186.0
20.0,5.0,41.0,186.0
21.0,5.0,48.0,189.0
22.0,5.0,58.0,189.0
23.0,5.0,65.0,186.0
24.0,5.0,74.0,186.0
25.0,5.0,82.0,189.0
26.0,5.0,87.0,197.0
27.0,5.0,52.0,204.0
28.0,5.0,51.0,212.0
29.0,5.0,50.0,220.0
30.0,5.0,49.0,229.0
31.0,5.0,44.0,238.0
32.0,5.0,47.0,239.0
33.0,5.0,51.0,240.0
34.0,5.0,55.0,239.0
35.0,5.0,59.0,238.0
36.0,5.0,32.0,209.0
37.0,5.0,35.0,206.0
38.0,5.0,40.0,206.0
39.0,5.0,44.0,208.0
40.0,5.0,39.0,209.0
41.0,5.0,35.0,210.0
42.0,5.0,65.0,208.0
43.0,5.0,70.0,206.0
44.0,5.0,74.0,206.0
45.0,5.0,79.0,209.0
46.0,5.0,74.0,209.0
47.0,5.0,69.0,209.0
48.0,5.0,41.0,264.0
49.0,5.0,42.0,256.0
50.0,5.0,46.0,252.0
51.0,5.0,50.0,253.0
52.0,5.0,54.0,252.0
53.0,5.0,60.0,255.0
54.0,5.0,65.0,264.0
55.0,5.0,61.0,269.0
56.0,5.0,55.0,272.0
57.0,5.0,51.0,272.0
58.0,5.0,46.0,272.0
59.0,5.0,42.0,270.0
60.0,5.0,43.0,263.0
61.0,5.0,47.0,257.0
62.0,5.0,51.0,257.0
63.0,5.0,54.0,257.0
64.0,5.0,63.0,263.0
65.0,5.0,55.0,265.0
66.0,5.0,51.0,265.0
67.0,5.0,47.0,265.0
0.0,6.0,23.0,220.0
1.0,6.0,23.0,230.0
2.0,6.0,23.0,242.0
3.0,6.0,24.0,253.0
4.0,6.0,25.0,264.0
5.0,6.0,27.0,275.0
6.0,6.0,33.0,284.0
7.0,6.0,40.0,288.0
8.0,6.0,51.0,289.0
9.0,6.0,62.0,290.0
10.0,6.0,74.0,288.0
11.0,6.0,85.0,283.0
12.0,6.0,94.0,274.0
13.0,6.0,100.0,263.0
14.0,6.0,103.0,250.0
15.0,6.0,104.0,235.0
16.0,6.0,105.0,221.0
17.0,6.0,26.0,199.0
18.0,6.0,28.0,192.0
19.0,6.0,34.0,188.0
20.0,6.0,41.0,187.0
21.0,6.0,47.0,191.0
22.0,6.0,58.0,191.0
23.0,6.0,65.0,187.0
24.0,6.0,74.0,187.0
25.0,6.0,81.0,191.0
26.0,6.0,86.0,199.0
27.0,6.0,51.0,205.0
28.0,6.0,50.0,213.0
29.0,6.0,49.0,221.0
30.0,6.0,48.0,230.0
31.0,6.0,44.0,239.0
32.0,6.0,47.0,240.0
33.0,6.0,50.0,241.0
34.0,6.0,54.0,240.0
35.0,6.0,58.0,239.0
36.0,6.0,32.0,210.0
37.0,6.0,35.0,207.0
38.0,6.0,40.0,207.0
39.0,6.0,44.0,209.0
40.0,6.0,39.0,210.0
41.0,6.0,35.0,211.0
42.0,6.0,64.0,209.0
43.0,6.0,69.0,207.0
44.0,6.0,73.0,207.0
45.0,6.0,78.0,210.0
46.0,6.0,73.0,211.0
47.0,6.0,68.0,210.0
48.0,6.0,40.0,265.0
49.0,6.0,41.0,256.0
50.0,6.0,46.0,252.0
51.0,6.0,50.0,253.0
52.0,6.0,54.0,252.0
53.0,6.0,60.0,255.0
54.0,6.0,64.0,265.0
55.0,6.0,60.0,270.0
56.0,6.0,55.0,273.0
57.0,6.0,50.0,273.0
58.0,6.0,46.0,273.0
59.0,6.0,41.0,270.0
60.0,6.0,42.0,264.0
61.0,6.0,46.0,258.0
62.0,6.0,50.0,258.0
63.0,6.0,54.0,257.0
64.0,6.0,62.0,264.0
65.0,6.0,54.0,266.0
66.0,6.0,51.0,266.0
67.0,6.0,46.0,266.0
0.0,7.0,22.0,218.0
1.0,7.0,21.0,229.0
2.0,7.0,22.0,241.0
3.0,7.0,23.0,253.0
4.0,7.0,25.0,265.0
5.0,7.0,28.0,275.0
6.0,7.0,33.0,284.0
7.0,7.0,41.0,289.0
8.0,7.0,51.0,290.0
9.0,7.0,62.0,290.0
10.0,7.0,74.0,287.0
11.0,7.0,84.0,281.0
12.0,7.0,93.0,272.0
13.0,7.0,98.0,261.0
14.0,7.0,102.0,248.0
15.0,7.0,103.0,234.0
16.0,7.0,104.0,220.0
17.0,7.0,25.0,198.0
18.0,7.0,27.0,191.0
19.0,7.0,33.0,187.0
20.0,7.0,40.0,187.0
21.0,7.0,46.0,190.0
22.0,7.0,57.0,189.0
23.0,7.0,64.0,186.0
24.0,7.0,73.0,185.0
25.0,7.0,80.0,189.0
26.0,7.0,85.0,197.0
27.0,7.0,51.0,204.0
28.0,7.0,50.0,212.0
29.0,7.0,49.0,220.0
30.0,7.0,48.0,229.0
31.0,7.0,43.0,237.0
32.0,7.0,46.0,239.0
33.0,7.0,49.0,240.0
34.0,7.0,54.0,239.0
35.0,7.0,58.0,237.0
36.0,7.0,31.0,209.0
37.0,7.0,34.0,206.0
38.0,7.0,39.0,206.0
39.0,7.0,43.0,208.0
40.0,7.0,39.0,209.0
41.0,7.0,34.0,209.0
42.0,7.0,63.0,207.0
43.0,7.0,68.0,205.0
44.0,7.0,72.0,206.0
45.0,7.0,76.0,208.0
46.0,7.0,72.0,209.0
47.0,7.0,67.0,208.0
48.0,7.0,39.0,263.0
49.0,7.0,41.0,255.0
50.0,7.0,46.0,252.0
51.0,7.0,49.0,253.0
52.0,7.0,54.0,252.0
53.0,7.0,60.0,255.0
54.0,7.0,64.0,263.0
55.0,7.0,60.0,268.0
56.0,7.0,54.0,271.0
57.0,7.0,49.0,271.0
58.0,7.0,45.0,271.0
59.0,7.0,41.0,269.0
60.0,7.0,41.0,262.0
61.0,7.0,46.0,257.0
62.0,7.0,50.0,257.0
63.0,7.0,54.0,257.0
64.0,7.0,62.0,262.0
65.0,7.0,54.0,264.0
66.0,7.0,50.0,265.0
67.0,7.0,46.0,264.0
0.0,8.0,20.0,216.0
1.0,8.0,19.0,227.0
