No,frame,x,y
0,29,167,204
1,29,167,216
2,29,167,227
3,29,168,238
4,29,172,249
5,29,177,258
6,29,184,265
7,29,191,270
8,29,199,271
9,29,206,271
10,29,214,267
11,29,222,261
12,29,229,255
13,29,234,246
14,29,238,237
15,29,242,227
16,29,245,216
17,29,180,200
18,29,185,194
19,29,193,193
20,29,201,195
21,29,208,199
22,29,219,200
23,29,226,198
24,29,233,198
25,29,239,201
26,29,242,207
27,29,212,211
28,29,210,218
29,29,208,225
30,29,207,232
31,29,199,237
32,29,202,239
33,29,206,240
34,29,210,240
35,29,214,239
36,29,186,210
37,29,191,209
38,29,197,209
39,29,200,212
40,29,196,213
41,29,190,212
42,29,221,214
43,29,226,213
44,29,230,214
45,29,234,216
46,29,229,217
47,29,225,217
48,29,192,252
49,29,197,249
50,29,201,248
51,29,204,249
52,29,208,248
53,29,211,251
54,29,214,256
55,29,209,257
56,29,206,258
57,29,202,258
58,29,199,257
59,29,196,255
60,29,194,252
61,29,201,252
62,29,204,252
63,29,207,253
64,29,211,255
65,29,207,253
66,29,203,253
67,29,200,252
0,30,169,204
1,30,168,216
2,30,168,228
3,30,168,239
4,30,172,250
5,30,177,259
6,30,183,266
7,30,190,272
8,30,198,273
9,30,205,273
10,30,213,269
11,30,221,263
12,30,229,256
13,30,234,247
14,30,238,238
15,30,242,228
16,30,246,217
17,30,181,199
18,30,186,195
19,30,193,194
20,30,200,196
21,30,207,200
22,30,218,201
23,30,225,199
24,30,232,199
25,30,238,202
26,30,240,209
27,30,211,211
28,30,209,219
29,30,207,226
30,30,205,233
31,30,198,238
32,30,201,239
33,30,204,241
34,30,208,241
35,30,212,240
36,30,186,210
37,30,191,209
38,30,196,209
39,30,200,212
40,30,195,213
41,30,190,212
42,30,219,215
43,30,224,214
44,30,229,215
45,30,232,217
46,30,228,218
47,30,224,217
48,30,191,251
49,30,196,249
50,30,200,248
51,30,203,250
52,30,206,249
53,30,209,252
54,30,213,256
55,30,207,259
56,30,204,259
57,30,200,258
58,30,197,258
59,30,194,255
60,30,193,251
61,30,199,252
62,30,202,253
63,30,206,253
64,30,210,256
65,30,205,254
66,30,202,254
67,30,199,253
0,31,169,201
1,31,168,212
2,31,168,223
3,31,168,235
4,31,171,246
5,31,176,255
6,31,182,263
7,31,188,269
8,31,195,271
9,31,202,271
10,31,209,267
11,31,218,261
12,31,226,254
13,31,232,245
14,31,237,236
15,31,242,226
16,31,245,215
17,31,182,197
18,31,187,193
19,31,194,194
20,31,201,196
21,31,207,200
22,31,217,201
23,31,224,200
24,31,230,199
25,31,236,201
26,31,240,207
27,31,210,212
28,31,209,219
29,31,207,226
30,31,205,233
31,31,198,237
32,31,201,239
33,31,204,241
34,31,208,241
35,31,212,240
36,31,186,209
37,31,192,209
38,31,196,210
39,31,200,212
40,31,195,212
41,31,191,211
42,31,219,215
43,31,224,215
44,31,228,215
45,31,231,217
46,31,228,218
47,31,223,217
48,31,190,249
49,31,195,247
50,31,199,247
51,31,202,248
52,31,206,248
53,31,209,251
54,31,212,255
55,31,207,257
56,31,203,258
57,31,199,258
58,31,196,257
59,31,192,253
60,31,192,249
61,31,198,250
62,31,202,251
63,31,205,252
64,31,210,255
65,31,204,254
66,31,201,253
67,31,197,252
0,32,163,207
1,32,162,219
2,32,162,231
3,32,164,242
4,32,169,252
5,32,176,261
6,32,183,268
7,32,191,272
8,32,198,272
9,32,204,270
10,32,211,266
11,32,220,259
12,32,227,253
13,32,233,244
14,32,237,235
15,32,240,225
16,32,242,214
17,32,178,201
18,32,184,197
19,32,191,197
20,32,198,198
21,32,205,200
22,32,217,201
23,32,223,200
24,32,230,199
25,32,235,202
26,32,238,207
27,32,209,212
28,32,208,218
29,32,207,225
30,32,206,232
31,32,197,237
32,32,200,239
33,32,204,240
34,32,208,240
35,32,212,239
36,32,184,211
37,32,189,210
38,32,194,210
39,32,198,212
40,32,193,214
41,32,188,213
42,32,218,214
43,32,223,213
44,32,227,214
45,32,230,216
46,32,226,217
47,32,222,216
48,32,189,252
49,32,195,249
50,32,200,247
51,32,203,249
52,32,207,248
53,32,211,250
54,32,213,254
55,32,209,257
56,32,205,259
57,32,201,259
58,32,198,259
59,32,194,256
60,32,191,252
61,32,200,251
62,32,202,252
63,32,206,251
64,32,211,254
65,32,206,254
66,32,202,254
67,32,199,253
0,33,168,205
1,33,167,216
2,33,167,227
3,33,168,238
4,33,172,248
5,33,177,257
6,33,182,265
7,33,189,270
8,33,196,272
9,33,202,271
10,33,210,267
11,33,218,261
12,33,226,254
13,33,233,246
14,33,237,237
15,33,241,227
16,33,244,216
17,33,179,197
18,33,185,194
19,33,192,194
20,33,199,196
21,33,205,200
22,33,216,201
23,33,223,199
24,33,229,199
25,33,235,201
26,33,238,206
27,33,209,212
28,33,208,219
29,33,206,226
30,33,204,233
31,33,197,237
32,33,200,239
33,33,203,241
34,33,207,240
35,33,211,240
36,33,185,210
37,33,190,209
38,33,194,210
39,33,198,212
40,33,193,213
41,33,189,212
42,33,218,214
43,33,223,214
44,33,227,215
45,33,230,216
46,33,227,217
47,33,222,216
48,33,191,252
49,33,195,249
50,33,199,248
51,33,202,249
52,33,206,249
53,33,209,252
54,33,212,256
55,33,207,258
56,33,203,259
57,33,200,259
58,33,197,258
59,33,193,256
60,33,192,252
61,33,199,252
62,33,202,252
63,33,205,252
64,33,210,255
65,33,204,254
66,33,201,254
67,33,198,253
0,34,171,206
1,34,170,217
2,34,170,228
3,34,170,240
4,34,173,251
5,34,177,259
6,34,183,267
7,34,189,272
8,34,197,274
9,34,205,273
10,34,214,270
11,34,223,265
12,34,231,258
13,34,237,249
14,34,241,239
15,34,245,228
16,34,247,217
17,34,181,200
18,34,185,195
19,34,192,194
20,34,198,196
21,34,204,200
22,34,215,201
23,34,222,199
24,34,229,198
25,34,236,201
26,34,239,208
27,34,209,212
28,34,207,219
29,34,205,226
30,34,203,233
31,34,197,238
32,34,200,239
33,34,203,241
34,34,207,241
35,34,211,240
36,34,187,210
37,34,191,209
38,34,195,210
39,34,199,212
40,34,194,213
41,34,190,212
42,34,218,215
43,34,223,214
44,34,227,214
45,34,230,216
46,34,226,217
47,34,222,217
48,34,191,253
49,34,195,250
50,34,199,249
51,34,202,250
52,34,205,250
53,34,209,252
54,34,212,257
55,34,207,258
56,34,203,259
57,34,200,258
58,34,197,258
59,34,193,256
60,34,193,252
61,34,199,252
62,34,201,253
63,34,205,253
64,34,210,256
65,34,204,254
66,34,201,254
67,34,198,253
0,35,167,206
1,35,165,217
2,35,165,228
3,35,167,239
4,35,171,249
5,35,177,258
6,35,183,266
7,35,189,271
8,35,196,272
9,35,203,271
10,35,210,267
11,35,218,261
12,35,226,254
13,35,233,246
14,35,238,236
15,35,241,225
16,35,244,213
17,35,179,199
18,35,184,195
19,35,191,195
20,35,198,197
21,35,204,200
22,35,215,201
23,35,222,199
24,35,229,198
25,35,235,200
26,35,238,205
27,35,209,212
28,35,207,219
29,35,205,226
30,35,204,233
31,35,196,238
32,35,200,240
33,35,203,241
34,35,207,240
35,35,211,240
36,35,184,210
37,35,189,209
38,35,194,210
39,35,198,212
40,35,193,213
41,35,188,213
42,35,218,214
43,35,222,213
44,35,227,213
45,35,230,215
46,35,226,217
47,35,222,216
48,35,191,253
49,35,195,250
50,35,200,249
51,35,202,250
52,35,206,250
53,35,209,252
54,35,212,257
55,35,208,258
56,35,204,259
57,35,200,259
58,35,197,259
59,35,194,257
60,35,193,253
61,35,199,253
62,35,202,253
63,35,205,253
64,35,210,256
65,35,205,254
66,35,201,254
67,35,198,254
0,36,170,205
1,36,168,217
2,36,168,228
3,36,170,239
4,36,174,250
5,36,179,258
6,36,184,266
7,36,190,271
8,36,198,272
9,36,205,270
10,36,212,266
11,36,220,260
12,36,228,253
13,36,234,244
14,36,239,234
15,36,243,223
16,36,245,211
17,36,180,198
18,36,186,194
19,36,192,195
20,36,199,197
21,36,204,201
22,36,216,201
23,36,223,199
24,36,229,199
25,36,235,200
26,36,238,205
27,36,209,212
28,36,207,219
29,36,205,226
30,36,204,233
31,36,197,238
32,36,200,239
33,36,203,241
34,36,207,240
35,36,211,240
36,36,185,209
37,36,190,208
38,36,195,209
39,36,198,211
40,36,194,212
41,36,189,212
42,36,218,214
43,36,223,212
44,36,227,213
45,36,230,214
46,36,226,216
47,36,222,215
48,36,191,253
49,36,195,250
50,36,200,249
51,36,202,250
52,36,206,249
53,36,209,252
54,36,213,256
55,36,208,258
56,36,204,259
57,36,200,259
58,36,197,259
59,36,194,256
60,36,193,253
61,36,199,253
62,36,202,253
63,36,205,253
64,36,211,256
65,36,204,255
66,36,201,255
67,36,198,254
0,37,166,210
1,37,165,221
2,37,165,233
3,37,167,243
4,37,172,253
5,37,178,261
6,37,184,267
7,37,191,272
8,37,198,272
9,37,205,271
10,37,212,267
11,37,220,261
12,37,228,254
13,37,234,245
14,37,238,235
15,37,242,225
16,37,244,213
17,37,178,202
18,37,183,198
19,37,190,197
20,37,197,198
21,37,204,201
22,37,216,201
23,37,222,199
24,37,229,198
25,37,235,200
26,37,239,206
27,37,209,212
28,37,207,219
29,37,206,225
30,37,204,232
31,37,197,238
32,37,200,239
33,37,204,240
34,37,208,240
35,37,212,239
36,37,184,211
37,37,189,210
38,37,194,210
39,37,198,213
40,37,194,214
41,37,189,214
42,37,218,214
43,37,223,211
44,37,227,212
45,37,230,214
46,37,227,216
47,37,222,215
48,37,192,254
49,37,196,250
50,37,200,249
51,37,203,250
52,37,206,249
53,37,210,252
54,37,213,256
55,37,208,258
56,37,204,258
57,37,201,258
58,37,198,258
59,37,194,256
60,37,193,253
61,37,200,253
62,37,202,253
63,37,206,253
64,37,211,256
65,37,205,253
66,37,202,253
67,37,199,253
0,38,168,205
1,38,167,217
2,38,167,228
3,38,169,239
4,38,173,249
5,38,178,258
6,38,184,266
7,38,191,270
8,38,198,271
9,38,205,270
10,38,212,266
11,38,221,259
12,38,229,252
13,38,235,243
14,38,239,233
15,38,243,222
16,38,245,211
17,38,179,199
18,38,185,196
19,38,192,195
20,38,199,197
21,38,205,200
22,38,216,200
23,38,223,198
24,38,230,198
25,38,236,200
26,38,239,204
27,38,209,212
28,38,208,219
29,38,206,225
30,38,205,232
31,38,197,238
32,38,201,239
33,38,204,240
34,38,208,240
35,38,212,239
36,38,185,210
37,38,190,209
38,38,195,209
39,38,199,212
40,38,194,213
41,38,189,213
42,38,219,214
43,38,223,212
44,38,228,212
45,38,231,214
46,38,227,216
47,38,223,215
48,38,192,252
49,38,196,249
50,38,200,248
51,38,203,249
52,38,206,249
53,38,209,251
54,38,212,255
55,38,208,257
56,38,204,258
57,38,201,258
58,38,198,257
59,38,195,256
60,38,194,252
61,38,200,252
62,38,202,252
63,38,206,252
64,38,210,255
65,38,205,253
66,38,202,253
67,38,199,252
0,39,165,206
1,39,164,218
2,39,164,229
3,39,166,240
4,39,171,251
5,39,176,259
6,39,183,266
7,39,190,270
8,39,197,271
9,39,204,270
10,39,211,266
11,39,219,260
12,39,228,254
13,39,234,245
14,39,240,235
15,39,243,224
16,39,246,212
17,39,179,201
18,39,184,197
19,39,191,196
20,39,198,197
21,39,205,200
22,39,216,201
23,39,223,199
24,39,230,198
25,39,236,200
26,39,240,205
27,39,209,212
28,39,208,219
29,39,206,225
30,39,204,232
31,39,197,238
32,39,201,239
33,39,204,240
34,39,208,240
35,39,212,239
36,39,184,211
37,39,190,210
38,39,195,210
39,39,199,212
40,39,194,214
41,39,189,213
42,39,219,214
43,39,223,212
44,39,228,213
45,39,231,214
46,39,227,216
47,39,223,216
48,39,192,254
49,39,197,250
50,39,201,249
51,39,203,250
52,39,207,249
53,39,210,252
54,39,213,256
55,39,208,257
56,39,204,258
57,39,201,258
58,39,198,258
59,39,195,256
60,39,194,253
61,39,200,252
62,39,203,253
63,39,206,253
64,39,211,256
65,39,205,253
66,39,202,253
67,39,199,253
0,40,167,205
1,40,166,216
2,40,166,227
3,40,169,238
4,40,173,248
5,40,178,257
6,40,184,265
7,40,190,270
8,40,198,271
9,40,204,270
10,40,211,266
11,40,220,259
12,40,228,253
13,40,235,244
14,40,240,234
15,40,243,223
16,40,246,212
17,40,180,199
18,40,185,196
19,40,192,195
20,40,199,197
21,40,206,201
22,40,216,201
23,40,223,199
24,40,230,198
25,40,236,200
26,40,239,205
27,40,209,212
28,40,208,219
29,40,206,225
30,40,204,232
31,40,197,237
32,40,201,239
33,40,204,240
34,40,208,240
35,40,212,239
36,40,185,210
37,40,190,209
38,40,195,209
39,40,199,212
40,40,195,213
41,40,190,212
42,40,219,214
43,40,223,212
44,40,228,213
45,40,231,214
46,40,227,216
47,40,223,215
48,40,192,253
49,40,196,250
50,40,200,248
51,40,202,250
52,40,206,249
53,40,209,251
54,40,212,255
55,40,208,257
56,40,204,258
57,40,201,258
58,40,198,258
59,40,195,256
60,40,194,253
61,40,200,252
62,40,202,252
63,40,205,252
64,40,210,255
65,40,205,253
66,40,202,253
67,40,199,253
0,41,167,207
1,41,166,218
2,41,166,229
3,41,167,241
4,41,171,251
5,41,176,259
6,41,183,266
7,41,190,270
8,41,197,272
9,41,205,272
10,41,213,269
11,41,222,263
12,41,229,256
13,41,235,247
14,41,239,237
15,41,243,226
16,41,246,214
17,41,179,199
18,41,184,195
19,41,191,194
20,41,198,195
21,41,205,199
22,41,217,200
23,41,223,198
24,41,230,197
25,41,236,200
26,41,239,206
