No,frame,x,y
0,26,86,176
1,26,83,188
2,26,83,201
3,26,83,213
4,26,85,226
5,26,89,237
6,26,96,246
7,26,104,252
8,26,114,254
9,26,125,253
10,26,138,249
11,26,150,243
12,26,161,235
13,26,170,224
14,26,175,211
15,26,176,196
16,26,178,182
17,26,91,157
18,26,94,151
19,26,99,148
20,26,106,148
21,26,112,151
22,26,125,150
23,26,134,147
24,26,143,147
25,26,151,152
26,26,155,160
27,26,118,164
28,26,117,172
29,26,115,179
30,26,113,187
31,26,107,197
32,26,111,198
33,26,114,199
34,26,119,199
35,26,123,197
36,26,97,166
37,26,100,162
38,26,105,162
39,26,109,166
40,26,105,167
41,26,100,167
42,26,132,166
43,26,136,162
44,26,141,163
45,26,145,167
46,26,140,168
47,26,136,167
48,26,103,221
49,26,106,214
50,26,111,211
51,26,113,212
52,26,117,211
53,26,123,215
54,26,128,222
55,26,122,224
56,26,117,225
57,26,113,225
58,26,109,225
59,26,105,224
60,26,105,220
61,26,111,217
62,26,113,217
63,26,117,217
64,26,125,221
65,26,117,219
66,26,113,219
67,26,110,219
0,27,85,177
1,27,83,190
2,27,82,203
3,27,83,216
4,27,84,228
5,27,88,239
6,27,94,248
7,27,102,253
8,27,113,255
9,27,125,254
10,27,138,250
11,27,151,244
12,27,162,236
13,27,170,225
14,27,175,211
15,27,176,196
16,27,177,182
17,27,90,159
18,27,93,152
19,27,99,149
20,27,105,148
21,27,112,151
22,27,125,149
23,27,134,147
24,27,143,147
25,27,150,152
26,27,155,160
27,27,118,164
28,27,117,172
29,27,115,179
30,27,113,187
31,27,107,197
32,27,111,199
33,27,114,200
34,27,119,199
35,27,124,198
36,27,96,167
37,27,99,162
38,27,105,163
39,27,109,167
40,27,104,168
41,27,99,168
42,27,132,167
43,27,136,162
44,27,141,163
45,27,145,168
46,27,141,168
47,27,136,168
48,27,102,222
49,27,105,215
50,27,110,212
51,27,113,213
52,27,117,213
53,27,123,216
54,27,128,223
55,27,122,225
56,27,116,225
57,27,112,225
58,27,109,225
59,27,105,225
60,27,104,221
61,27,110,218
62,27,113,218
63,27,117,218
64,27,125,222
65,27,117,220
66,27,113,220
67,27,110,219
0,28,87,172
1,28,84,185
2,28,84,198
3,28,84,211
4,28,86,223
5,28,89,234
6,28,95,243
7,28,104,248
8,28,114,250
9,28,125,249
10,28,138,245
11,28,150,240
12,28,161,232
13,28,169,221
14,28,173,208
15,28,175,194
16,28,176,179
17,28,92,155
18,28,95,147
19,28,101,143
20,28,109,142
21,28,115,145
22,28,124,145
23,28,134,143
24,28,143,144
25,28,151,149
26,28,155,158
27,28,119,160
28,28,117,168
29,28,116,176
30,28,114,184
31,28,108,194
32,28,111,196
33,28,115,197
34,28,119,196
35,28,124,195
36,28,97,163
37,28,100,159
38,28,105,159
39,28,109,163
40,28,105,163
41,28,100,164
42,28,132,163
43,28,136,159
44,28,141,160
45,28,145,164
46,28,141,164
47,28,136,164
48,28,103,217
49,28,106,211
50,28,111,208
51,28,114,209
52,28,118,208
53,28,124,212
54,28,129,219
55,28,123,221
56,28,118,222
57,28,113,222
58,28,110,222
59,28,105,221
60,28,105,216
61,28,111,213
62,28,114,213
63,28,118,213
64,28,126,218
65,28,118,216
66,28,114,216
67,28,110,215
0,29,88,172
1,29,85,184
2,29,84,197
3,29,84,210
4,29,86,222
5,29,89,234
6,29,95,243
7,29,103,248
8,29,113,250
9,29,125,248
10,29,138,245
11,29,150,240
12,29,161,232
13,29,169,221
14,29,174,208
15,29,176,194
16,29,177,179
17,29,92,155
18,29,95,147
19,29,101,143
20,29,109,142
21,29,115,145
22,29,124,144
23,29,133,142
24,29,143,143
25,29,151,148
26,29,155,158
27,29,119,159
28,29,117,167
29,29,115,175
30,29,113,183
31,29,108,193
32,29,111,195
33,29,114,196
34,29,119,195
35,29,124,194
36,29,98,163
37,29,101,159
38,29,106,159
39,29,109,163
40,29,105,163
41,29,101,163
42,29,132,162
43,29,136,159
44,29,141,160
45,29,145,164
46,29,141,164
47,29,136,163
48,29,103,217
49,29,106,210
50,29,110,207
51,29,113,208
52,29,117,208
53,29,123,211
54,29,128,219
55,29,123,221
56,29,117,222
57,29,113,222
58,29,109,222
59,29,105,221
60,29,105,216
61,29,110,212
62,29,113,213
63,29,117,212
64,29,126,218
65,29,117,216
66,29,113,216
67,29,110,215
0,30,87,173
1,30,84,185
2,30,84,198
3,30,84,210
4,30,86,222
5,30,89,234
6,30,95,243
7,30,103,249
8,30,114,251
9,30,125,249
10,30,138,245
11,30,151,239
12,30,162,231
13,30,170,220
14,30,174,207
15,30,176,192
16,30,177,178
17,30,92,155
18,30,94,147
19,30,100,143
20,30,108,142
21,30,114,145
22,30,124,144
23,30,134,142
24,30,143,143
25,30,151,148
26,30,156,157
27,30,118,159
28,30,117,167
29,30,115,175
30,30,113,183
31,30,107,193
32,30,111,195
33,30,114,196
34,30,119,195
35,30,123,194
36,30,97,163
37,30,100,159
38,30,105,160
39,30,109,163
40,30,105,164
41,30,100,164
42,30,132,163
43,30,136,159
44,30,141,160
45,30,145,164
46,30,141,164
47,30,136,164
48,30,103,217
49,30,105,210
50,30,110,207
51,30,113,209
52,30,117,208
53,30,124,212
54,30,129,219
55,30,123,222
56,30,117,222
57,30,113,222
58,30,109,222
59,30,105,221
60,30,105,216
61,30,110,213
62,30,113,213
63,30,117,213
64,30,127,218
65,30,117,216
66,30,113,216
67,30,110,216
0,31,86,177
1,31,84,190
2,31,83,203
3,31,84,215
4,31,86,228
5,31,90,239
6,31,97,247
7,31,106,252
8,31,116,253
9,31,128,251
10,31,140,247
11,31,152,242
12,31,162,234
13,31,170,224
14,31,174,210
15,31,175,196
16,31,176,182
17,31,90,159
18,31,93,152
