No,frame,x,y
0.0,12.0,57.0,175.0
1.0,12.0,56.0,184.0
2.0,12.0,56.0,194.0
3.0,12.0,57.0,204.0
4.0,12.0,58.0,215.0
5.0,12.0,60.0,225.0
6.0,12.0,64.0,234.0
7.0,12.0,70.0,240.0
8.0,12.0,80.0,243.0
9.0,12.0,90.0,242.0
10.0,12.0,101.0,237.0
11.0,12.0,111.0,231.0
12.0,12.0,119.0,223.0
13.0,12.0,125.0,213.0
14.0,12.0,128.0,202.0
15.0,12.0,129.0,189.0
16.0,12.0,130.0,176.0
17.0,12.0,57.0,159.0
18.0,12.0,58.0,154.0
19.0,12.0,62.0,152.0
20.0,12.0,67.0,152.0
21.0,12.0,71.0,154.0
22.0,12.0,83.0,153.0
23.0,12.0,90.0,150.0
24.0,12.0,98.0,150.0
25.0,12.0,105.0,153.0
26.0,12.0,110.0,159.0
27.0,12.0,76.0,163.0
28.0,12.0,75.0,169.0
29.0,12.0,74.0,174.0
30.0,12.0,73.0,180.0
31.0,12.0,70.0,190.0
32.0,12.0,72.0,191.0
33.0,12.0,75.0,192.0
34.0,12.0,79.0,190.0
35.0,12.0,83.0,189.0
36.0,12.0,61.0,166.0
37.0,12.0,63.0,162.0
38.0,12.0,67.0,162.0
39.0,12.0,71.0,166.0
40.0,12.0,67.0,167.0
41.0,12.0,63.0,167.0
42.0,12.0,90.0,165.0
43.0,12.0,94.0,162.0
44.0,12.0,98.0,162.0
45.0,12.0,102.0,166.0
46.0,12.0,98.0,166.0
47.0,12.0,93.0,166.0
48.0,12.0,71.0,213.0
49.0,12.0,70.0,206.0
50.0,12.0,74.0,203.0
51.0,12.0,77.0,204.0
52.0,12.0,80.0,203.0
53.0,12.0,86.0,205.0
54.0,12.0,92.0,212.0
55.0,12.0,86.0,214.0
56.0,12.0,81.0,214.0
57.0,12.0,77.0,215.0
58.0,12.0,74.0,215.0
59.0,12.0,71.0,215.0
60.0,12.0,73.0,212.0
61.0,12.0,74.0,208.0
62.0,12.0,77.0,208.0
63.0,12.0,80.0,207.0
64.0,12.0,89.0,211.0
65.0,12.0,81.0,210.0
66.0,12.0,77.0,210.0
67.0,12.0,74.0,210.0
0.0,13.0,58.0,172.0
1.0,13.0,57.0,181.0
2.0,13.0,57.0,191.0
3.0,13.0,58.0,201.0
4.0,13.0,59.0,211.0
5.0,13.0,62.0,221.0
6.0,13.0,66.0,230.0
7.0,13.0,73.0,236.0
8.0,13.0,83.0,238.0
9.0,13.0,95.0,237.0
10.0,13.0,106.0,232.0
11.0,13.0,114.0,225.0
12.0,13.0,122.0,217.0
13.0,13.0,128.0,207.0
14.0,13.0,130.0,196.0
15.0,13.0,131.0,184.0
16.0,13.0,131.0,172.0
17.0,13.0,58.0,158.0
18.0,13.0,59.0,153.0
19.0,13.0,63.0,150.0
20.0,13.0,68.0,150.0
21.0,13.0,73.0,152.0
22.0,13.0,85.0,151.0
23.0,13.0,91.0,147.0
24.0,13.0,99.0,147.0
25.0,13.0,107.0,150.0
26.0,13.0,112.0,156.0
27.0,13.0,78.0,160.0
28.0,13.0,77.0,166.0
29.0,13.0,76.0,171.0
30.0,13.0,75.0,178.0
31.0,13.0,72.0,186.0
32.0,13.0,75.0,188.0
33.0,13.0,77.0,188.0
34.0,13.0,81.0,187.0
35.0,13.0,85.0,185.0
36.0,13.0,62.0,164.0
37.0,13.0,64.0,161.0
38.0,13.0,68.0,160.0
39.0,13.0,72.0,163.0
40.0,13.0,68.0,164.0
41.0,13.0,65.0,165.0
42.0,13.0,92.0,163.0
43.0,13.0,95.0,159.0
44.0,13.0,100.0,160.0
45.0,13.0,104.0,162.0
46.0,13.0,100.0,163.0
47.0,13.0,96.0,163.0
48.0,13.0,73.0,209.0
49.0,13.0,73.0,202.0
50.0,13.0,76.0,199.0
51.0,13.0,79.0,199.0
52.0,13.0,82.0,198.0
53.0,13.0,88.0,201.0
54.0,13.0,94.0,208.0
55.0,13.0,89.0,211.0
56.0,13.0,84.0,212.0
57.0,13.0,80.0,213.0
58.0,13.0,77.0,213.0
59.0,13.0,74.0,212.0
60.0,13.0,75.0,208.0
61.0,13.0,76.0,203.0
62.0,13.0,79.0,203.0
63.0,13.0,83.0,203.0
64.0,13.0,92.0,207.0
65.0,13.0,83.0,207.0
66.0,13.0,80.0,208.0
67.0,13.0,77.0,208.0
0.0,14.0,59.0,174.0
1.0,14.0,58.0,183.0
2.0,14.0,58.0,192.0
3.0,14.0,58.0,202.0
4.0,14.0,60.0,212.0
5.0,14.0,62.0,222.0
6.0,14.0,65.0,231.0
7.0,14.0,72.0,238.0
8.0,14.0,81.0,240.0
9.0,14.0,92.0,239.0
10.0,14.0,103.0,235.0
11.0,14.0,113.0,228.0
12.0,14.0,121.0,220.0
13.0,14.0,127.0,210.0
14.0,14.0,130.0,198.0
15.0,14.0,131.0,186.0
16.0,14.0,131.0,173.0
17.0,14.0,60.0,159.0
18.0,14.0,60.0,154.0
19.0,14.0,64.0,151.0
20.0,14.0,69.0,150.0
21.0,14.0,74.0,152.0
22.0,14.0,85.0,151.0
23.0,14.0,91.0,147.0
24.0,14.0,100.0,147.0
25.0,14.0,107.0,150.0
26.0,14.0,112.0,157.0
27.0,14.0,78.0,161.0
28.0,14.0,77.0,167.0
29.0,14.0,76.0,173.0
30.0,14.0,75.0,179.0
31.0,14.0,72.0,188.0
32.0,14.0,74.0,189.0
33.0,14.0,77.0,190.0
34.0,14.0,81.0,188.0
35.0,14.0,86.0,187.0
36.0,14.0,63.0,166.0
37.0,14.0,65.0,162.0
38.0,14.0,69.0,162.0
39.0,14.0,73.0,164.0
40.0,14.0,69.0,165.0
41.0,14.0,66.0,166.0
42.0,14.0,92.0,164.0
43.0,14.0,95.0,161.0
44.0,14.0,100.0,161.0
45.0,14.0,103.0,164.0
46.0,14.0,99.0,164.0
47.0,14.0,95.0,164.0
48.0,14.0,72.0,210.0
49.0,14.0,72.0,203.0
50.0,14.0,75.0,200.0
51.0,14.0,79.0,200.0
52.0,14.0,82.0,199.0
53.0,14.0,88.0,202.0
54.0,14.0,94.0,209.0
55.0,14.0,89.0,213.0
56.0,14.0,83.0,214.0
57.0,14.0,79.0,214.0
58.0,14.0,76.0,214.0
59.0,14.0,72.0,213.0
60.0,14.0,74.0,209.0
61.0,14.0,76.0,204.0
62.0,14.0,79.0,205.0
63.0,14.0,82.0,204.0
64.0,14.0,92.0,209.0
65.0,14.0,83.0,209.0
66.0,14.0,79.0,209.0
67.0,14.0,76.0,209.0
0.0,15.0,58.0,171.0
