No,frame,x,y
0,30,62,187
1,30,62,195
2,30,62,205
3,30,64,214
4,30,67,222
5,30,70,230
6,30,75,237
7,30,82,241
8,30,91,242
9,30,101,240
10,30,112,237
11,30,120,231
12,30,128,223
13,30,133,214
14,30,135,204
15,30,136,193
16,30,136,182
17,30,65,170
18,30,67,164
19,30,71,160
20,30,77,159
21,30,82,161
22,30,93,159
23,30,99,155
24,30,106,155
25,30,113,157
26,30,118,163
27,30,87,170
28,30,86,174
29,30,85,178
30,30,84,182
31,30,81,194
32,30,84,194
33,30,87,194
34,30,90,193
35,30,94,192
36,30,70,177
37,30,73,174
38,30,77,173
39,30,82,175
40,30,78,177
41,30,74,178
42,30,98,172
43,30,102,169
44,30,107,169
45,30,111,171
46,30,107,173
47,30,102,173
48,30,78,216
49,30,80,209
50,30,83,204
51,30,86,205
52,30,89,203
53,30,95,207
54,30,101,213
55,30,95,216
56,30,91,217
57,30,88,217
58,30,84,218
59,30,81,218
60,30,81,215
61,30,84,210
62,30,87,209
63,30,90,209
64,30,98,213
65,30,90,211
66,30,87,212
67,30,84,212
0,31,62,185
1,31,61,194
2,31,62,203
3,31,64,212
4,31,66,221
5,31,69,229
6,31,74,237
7,31,81,241
8,31,90,242
9,31,100,241
10,31,110,237
11,31,120,231
12,31,127,224
13,31,132,214
14,31,134,204
15,31,135,193
16,31,135,181
17,31,65,168
18,31,66,162
19,31,71,159
20,31,77,158
21,31,82,160
22,31,93,159
23,31,98,155
24,31,106,155
25,31,113,157
26,31,118,163
27,31,86,169
28,31,86,173
29,31,85,177
30,31,83,182
31,31,80,193
32,31,83,193
33,31,86,194
34,31,90,193
35,31,94,192
36,31,70,176
37,31,72,172
38,31,77,171
39,31,81,174
40,31,77,176
41,31,73,176
42,31,98,172
43,31,102,168
44,31,106,168
45,31,111,171
46,31,107,173
47,31,102,173
48,31,78,215
49,31,79,208
50,31,83,203
51,31,86,204
52,31,89,203
53,31,94,206
54,31,101,214
55,31,95,217
56,31,90,218
57,31,87,218
58,31,84,219
59,31,80,218
60,31,80,214
61,31,83,209
62,31,86,208
63,31,89,208
64,31,98,213
65,31,89,212
66,31,87,213
67,31,84,213
0,32,62,186
1,32,61,195
2,32,61,204
3,32,63,213
4,32,66,222
5,32,68,230
6,32,73,237
7,32,80,241
8,32,89,242
9,32,100,241
10,32,110,237
11,32,120,232
12,32,127,224
13,32,132,215
14,32,135,204
15,32,135,194
16,32,136,183
17,32,64,169
18,32,66,163
19,32,70,159
20,32,76,158
21,32,81,160
22,32,93,159
23,32,98,155
24,32,106,154
25,32,113,157
26,32,118,163
27,32,86,169
28,32,85,173
29,32,84,177
30,32,82,181
31,32,80,193
32,32,82,194
33,32,85,194
34,32,89,193
35,32,93,192
36,32,69,177
37,32,72,173
38,32,76,172
39,32,80,175
40,32,76,176
41,32,72,177
42,32,98,172
43,32,101,169
44,32,106,169
45,32,110,172
46,32,106,173
47,32,102,173
48,32,78,216
49,32,79,209
50,32,82,204
51,32,85,205
52,32,88,204
53,32,93,207
54,32,99,214
55,32,94,216
56,32,89,217
57,32,86,218
58,32,83,218
59,32,80,218
60,32,80,215
61,32,83,210
62,32,86,209
63,32,88,209
64,32,97,213
65,32,88,212
66,32,86,212
67,32,83,213
0,33,62,186
1,33,61,194
2,33,61,203
3,33,62,212
4,33,64,221
5,33,66,229
6,33,70,236
7,33,77,241
8,33,87,243
9,33,97,242
10,33,108,238
11,33,118,233
12,33,126,226
13,33,132,217
14,33,134,206
15,33,135,195
16,33,136,184
17,33,64,168
18,33,65,163
19,33,69,159
20,33,75,158
21,33,80,161
22,33,91,159
23,33,97,156
24,33,105,156
25,33,112,158
26,33,117,164
27,33,84,169
28,33,83,174
29,33,82,178
30,33,80,183
31,33,78,194
32,33,80,194
33,33,83,195
34,33,87,194
35,33,91,193
36,33,69,176
37,33,71,173
38,33,75,172
39,33,80,174
40,33,76,176
41,33,71,176
42,33,97,172
43,33,100,170
44,33,105,170
45,33,110,172
46,33,105,174
47,33,101,173
48,33,75,216
49,33,76,208
50,33,80,204
51,33,83,205
52,33,86,204
53,33,92,207
54,33,99,215
55,33,93,218
56,33,87,219
57,33,84,219
58,33,81,219
59,33,77,219
60,33,77,214
61,33,80,210
62,33,84,209
63,33,86,209
64,33,96,214
65,33,87,214
66,33,84,214
67,33,81,214
0,34,59,182
1,34,58,191
2,34,59,201
3,34,61,210
4,34,63,219
5,34,65,228
6,34,70,236
7,34,77,241
8,34,87,242
9,34,97,241
10,34,108,238
11,34,117,232
12,34,124,224
13,34,129,215
14,34,132,204
15,34,133,193
16,34,134,181
17,34,61,167
18,34,63,161
19,34,68,158
20,34,73,158
21,34,78,160
22,34,90,160
23,34,96,156
24,34,104,156
25,34,111,159
26,34,116,165
27,34,83,170
28,34,82,174
29,34,81,179
30,34,80,184
31,34,77,194
32,34,80,195
33,34,83,195
34,34,87,194
35,34,90,193
36,34,67,174
37,34,69,171
38,34,74,170
39,34,78,173
40,34,74,174
41,34,70,175
42,34,95,172
43,34,99,169
44,34,104,169
45,34,108,172
46,34,104,173
47,34,99,173
48,34,74,215
49,34,76,208
50,34,80,205
51,34,82,205
52,34,85,205
53,34,91,208
54,34,97,214
55,34,92,217
56,34,86,218
57,34,83,218
58,34,80,219
59,34,76,218
60,34,76,214
61,34,80,210
62,34,83,210
63,34,86,210
64,34,94,214
65,34,86,213
66,34,83,213
67,34,80,213
0,35,59,184
1,35,59,193
2,35,59,202
3,35,61,211
4,35,63,220
5,35,66,228
6,35,70,236
7,35,77,240
8,35,87,241
9,35,97,240
10,35,108,236
11,35,117,230
12,35,124,222
13,35,128,213
14,35,131,202
15,35,131,191
16,35,131,180
17,35,62,168
18,35,63,162
19,35,67,159
20,35,73,158
21,35,77,160
22,35,89,158
23,35,94,155
24,35,101,154
25,35,108,157
26,35,113,162
27,35,83,169
28,35,82,173
29,35,81,178
30,35,80,182
31,35,77,193
32,35,79,194
33,35,82,194
34,35,86,193
35,35,90,192
36,35,67,176
37,35,69,172
38,35,73,171
39,35,77,174
40,35,74,175
41,35,70,176
42,35,94,171
43,35,98,168
44,35,102,168
45,35,106,171
46,35,102,172
47,35,98,172
48,35,74,215
49,35,76,207
50,35,79,204
51,35,82,204
52,35,85,203
53,35,90,206
54,35,96,213
55,35,91,215
56,35,87,216
57,35,83,217
58,35,80,217
59,35,77,217
60,35,77,214
61,35,80,209
62,35,83,209
63,35,85,208
64,35,93,212
65,35,86,211
66,35,83,211
67,35,80,212
0,36,59,184
1,36,58,193
2,36,59,202
3,36,61,211
4,36,63,220
5,36,65,229
6,36,70,236
7,36,77,240
8,36,86,242
9,36,97,240
10,36,107,237
11,36,117,231
12,36,124,223
13,36,129,214
14,36,132,203
15,36,132,192
16,36,133,180
17,36,60,168
18,36,62,162
19,36,66,159
20,36,72,158
21,36,76,161
22,36,88,159
23,36,94,156
24,36,102,155
25,36,109,158
26,36,114,163
27,36,82,169
28,36,81,174
29,36,80,178
30,36,78,183
31,36,76,193
32,36,78,194
33,36,81,195
34,36,85,194
35,36,89,192
36,36,65,175
37,36,68,172
38,36,72,171
39,36,76,174
40,36,73,175
41,36,68,176
42,36,94,172
43,36,97,168
44,36,102,168
45,36,107,171
46,36,102,172
47,36,98,172
48,36,74,215
49,36,75,208
50,36,79,204
51,36,81,205
52,36,84,204
53,36,90,207
54,36,96,213
55,36,91,217
56,36,86,218
57,36,82,218
58,36,79,219
59,36,76,218
60,36,76,214
61,36,79,209
62,36,82,209
63,36,85,209
64,36,94,213
65,36,85,213
66,36,82,213
67,36,79,213
0,37,58,184
1,37,58,193
2,37,58,202
3,37,60,211
4,37,61,220
5,37,64,228
6,37,68,236
7,37,75,241
8,37,84,242
9,37,95,241
10,37,106,237
11,37,115,232
12,37,123,224
13,37,128,215
14,37,131,204
15,37,132,192
16,37,132,181
17,37,60,168
18,37,62,163
19,37,66,159
20,37,71,159
21,37,76,161
22,37,87,160
23,37,93,156
24,37,100,155
25,37,107,158
26,37,113,163
27,37,81,169
28,37,80,174
29,37,79,178
30,37,77,183
31,37,75,193
32,37,77,194
33,37,80,195
34,37,84,194
35,37,88,193
36,37,65,175
37,37,68,172
38,37,72,171
39,37,76,174
40,37,72,175
41,37,68,176
42,37,93,172
43,37,96,169
44,37,101,169
45,37,105,171
46,37,101,173
47,37,97,173
48,37,72,215
49,37,74,208
50,37,77,204
51,37,80,205
52,37,83,204
53,37,89,207
54,37,96,214
55,37,90,217
56,37,85,218
57,37,81,218
58,37,78,219
59,37,74,218
60,37,75,214
61,37,78,209
62,37,81,209
63,37,84,209
64,37,93,213
65,37,84,213
66,37,81,213
67,37,78,213
0,38,58,185
1,38,58,193
2,38,58,203
3,38,60,212
4,38,62,221
5,38,65,229
6,38,69,236
7,38,76,241
8,38,86,242
9,38,96,240
10,38,107,237
11,38,116,231
12,38,123,223
13,38,128,214
14,38,131,203
15,38,131,192
16,38,131,181
