No,frame,x,y
0,28,117,145
1,28,118,155
2,28,121,166
3,28,126,176
4,28,130,185
5,28,135,192
6,28,142,198
7,28,150,202
8,28,159,202
9,28,170,199
10,28,180,193
11,28,190,186
12,28,198,176
13,28,202,166
14,28,204,153
15,28,203,140
16,28,202,127
17,28,119,125
18,28,122,119
19,28,127,116
20,28,133,114
21,28,139,115
22,28,150,110
23,28,155,104
24,28,163,101
25,28,172,101
26,28,179,105
27,28,144,122
28,28,145,128
29,28,145,134
30,28,145,140
31,28,143,153
32,28,146,153
33,28,149,153
34,28,152,151
35,28,156,149
36,28,125,134
37,28,128,130
38,28,133,128
39,28,138,129
40,28,134,132
41,28,129,134
42,28,159,123
43,28,162,118
44,28,167,117
45,28,172,118
46,28,168,121
47,28,164,122
48,28,144,178
49,28,145,170
50,28,148,165
51,28,150,165
52,28,153,163
53,28,158,165
54,28,165,171
55,28,160,175
56,28,156,177
57,28,153,179
58,28,150,180
59,28,147,180
60,28,147,177
61,28,149,170
62,28,151,169
63,28,154,169
64,28,162,171
65,28,155,171
66,28,152,172
67,28,149,172
0,29,126,144
1,29,127,154
2,29,129,164
3,29,132,174
4,29,136,183
5,29,140,190
6,29,146,197
7,29,154,201
8,29,164,201
9,29,175,199
10,29,186,193
11,29,196,187
12,29,204,177
13,29,208,167
14,29,210,154
15,29,210,141
16,29,209,128
17,29,128,123
18,29,130,117
19,29,135,113
20,29,141,111
21,29,147,112
22,29,156,108
23,29,162,103
24,29,170,99
25,29,178,100
26,29,186,105
27,29,151,121
28,29,151,126
29,29,150,132
30,29,150,138
31,29,149,152
32,29,152,151
33,29,155,151
34,29,158,149
35,29,162,148
36,29,134,133
37,29,136,128
38,29,140,126
39,29,145,128
40,29,141,130
41,29,137,132
42,29,165,121
43,29,168,117
44,29,173,116
45,29,177,118
46,29,174,120
47,29,170,121
48,29,150,177
49,29,150,168
50,29,153,163
51,29,156,163
52,29,158,161
53,29,164,164
54,29,171,170
55,29,166,173
56,29,162,175
57,29,158,176
58,29,155,177
59,29,152,177
60,29,152,175
61,29,154,169
62,29,157,168
63,29,159,167
64,29,168,170
65,29,160,169
66,29,157,170
67,29,154,170
0,30,126,142
1,30,126,152
2,30,129,163
3,30,132,172
4,30,136,181
5,30,140,189
6,30,146,196
7,30,155,200
8,30,165,200
9,30,176,198
10,30,187,193
11,30,196,186
12,30,204,177
13,30,209,167
14,30,211,154
15,30,210,141
16,30,209,128
17,30,129,122
18,30,132,116
19,30,137,112
20,30,143,111
21,30,149,112
22,30,158,108
23,30,164,102
24,30,172,99
25,30,181,100
26,30,187,106
27,30,153,120
28,30,153,126
29,30,153,131
30,30,153,137
31,30,151,151
32,30,154,150
33,30,157,150
34,30,160,149
35,30,163,147
36,30,135,131
37,30,138,127
38,30,142,125
39,30,147,127
40,30,143,129
41,30,139,131
42,30,167,121
43,30,170,117
44,30,175,116
45,30,179,118
46,30,176,119
47,30,171,120
48,30,150,175
49,30,151,167
50,30,154,162
51,30,157,163
52,30,160,161
53,30,165,164
54,30,172,170
55,30,167,173
56,30,163,175
57,30,159,176
58,30,156,177
59,30,153,177
60,30,152,174
61,30,155,168
62,30,158,167
63,30,161,167
64,30,169,170
65,30,161,168
66,30,159,169
67,30,156,170
0,31,125,143
1,31,125,153
2,31,128,164
3,31,131,174
4,31,135,183
5,31,140,191
6,31,146,197
7,31,154,201
8,31,165,201
9,31,175,199
10,31,186,194
11,31,196,187
12,31,203,178
13,31,208,167
14,31,209,154
15,31,208,141
16,31,206,129
17,31,128,124
18,31,130,117
19,31,136,113
20,31,143,111
21,31,149,113
22,31,158,109
23,31,164,103
24,31,172,101
25,31,180,102
26,31,187,108
27,31,153,121
28,31,153,126
29,31,153,132
30,31,153,138
31,31,151,152
32,31,154,151
33,31,157,151
34,31,160,150
35,31,164,149
36,31,134,132
37,31,137,128
38,31,141,126
39,31,146,128
40,31,142,130
41,31,138,132
42,31,167,122
43,31,170,118
44,31,175,117
45,31,179,119
46,31,176,121
47,31,171,122
48,31,150,176
49,31,151,168
50,31,155,164
51,31,158,164
52,31,160,162
53,31,165,165
54,31,172,171
55,31,167,174
56,31,163,176
57,31,160,177
58,31,156,177
59,31,153,177
60,31,152,174
61,31,155,169
62,31,158,169
63,31,161,168
64,31,169,171
65,31,161,170
66,31,159,170
67,31,156,170
0,32,121,145
1,32,123,156
2,32,125,166
3,32,129,176
4,32,133,185
5,32,138,192
